"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2019,12,142130194,27581344
2019,2,142130195,27581345
2019,12,142130197,27581346
2019,19,142130198,27581347
2019,12,142130200,27581348
2019,22,142130204,27581349
2019,21,142130208,27581350
2019,12,142130216,27581351
2019,12,142130219,27581352
2019,12,142130227,27581353
2019,9,142130228,27581354
2019,9,142130229,27581355
2019,12,142130231,27581356
2019,12,142130236,27581357
2019,12,142130238,27581358
2019,18,142130240,27581359
2019,12,142130244,27581360
2019,12,142130247,27581361
2019,10,142130248,27581362
2019,12,142130249,27581363
2019,2,142130250,27581364
2019,12,142130251,27581365
2019,9,142130253,27581366
2019,12,142130255,27581367
2019,12,142130268,27581368
2019,12,142130270,27581369
2019,12,142130279,27581370
2019,18,142130299,27581371
2019,22,142130300,27581372
2019,12,142130301,27581373
2019,12,142130302,27581374
2019,6,142130306,27581375
2019,6,142130308,27581376
2019,3,142130311,27581377
2019,12,142130316,27581379
2019,12,142130317,27581380
2019,3,142130319,27581381
2019,19,142130332,27581383
2019,12,142130337,27581384
2019,12,142130342,27581385
2019,12,142130343,27581386
2019,12,142130346,27581387
2019,22,142130349,27581388
2019,20,142130351,27581389
2019,12,142130352,27581390
2019,9,142130353,27581391
2019,12,142130354,27581392
2019,20,142130357,27581393
2019,12,142130359,27581394
2019,12,142130360,27581395
2019,12,142130361,27581396
2019,12,142130365,27581397
2019,20,142130372,27581398
2019,2,142130376,27581399
2019,19,142130392,27581401
2019,12,142130394,27581402
2019,5,142130395,27581403
2019,3,142130397,27581404
2019,12,142130398,27581405
2019,18,142130399,27581406
2019,12,142130402,27581407
2019,9,142130403,27581408
2019,12,142130418,27581409
2019,3,142130420,27581410
2019,12,142130430,27581411
2019,6,142130434,27581412
2019,5,142130435,27581415
2019,3,142130435,27581413
2019,4,142130435,27581414
2019,22,142130437,27581416
2019,9,142130439,27581417
2019,9,142130441,27581418
2019,22,142130442,27581419
2019,12,142130443,27581420
2019,20,142130444,27581421
2019,2,142130446,27581422
2019,12,142130447,27581423
2019,12,142130449,27581424
2019,12,142130450,27581425
2019,9,142130451,27581426
2019,12,142130453,27581427
2019,12,142130456,27581428
2019,12,142130479,27581430
2019,12,142130482,27581431
2019,12,142130486,27581432
2019,12,142130489,27581434
2019,12,142130493,27581435
2019,12,142130495,27581436
2019,12,142130501,27581437
2019,2,142130502,27581438
2019,12,142130504,27581439
2019,12,142130506,27581440
2019,12,142130510,27581441
2019,12,142130513,27581442
2019,22,142130514,27581443
2019,12,142130518,27581444
2019,12,142130521,27581445
2019,12,142130528,27581448
2019,12,142130530,27581449
2019,18,142130532,27581450
2019,12,142130535,27581451
2019,12,142130537,27581453
2019,18,142130536,27581452
2019,18,142130539,27581454
2019,9,142130541,27581455
2019,12,142130542,27581456
2019,12,142130544,27581457
2019,9,142130545,27581458
2019,20,142130547,27581459
2019,12,142130548,27581460
2019,22,142130550,27581461
2019,2,142130553,27581462
2019,12,142130562,27581463
2019,12,142130565,27581465
2019,12,142130564,27581464
2019,22,142130566,27581466
2019,12,142130567,27581467
2019,3,142130571,27581468
2019,10,142130574,27581469
2019,12,142130578,27581470
2019,2,142130579,27581471
2019,12,142130581,27581472
2019,22,142130591,27581473
2019,12,142130594,27581474
2019,12,142130598,27581475
2019,10,142130599,27581476
2019,12,142130608,27581479
2019,18,142130610,27581480
2019,6,142130619,27581482
2019,24,142130650,27581486
2019,12,142130654,27581487
2019,12,142130657,27581488
2019,18,142130659,27581489
2019,12,142130660,27581490
2019,12,142130662,27581491
2019,19,142130664,27581492
2019,22,142130666,27581493
2019,12,142130671,27581495
2019,12,142130677,27581496
2019,20,142130678,27581497
2019,18,142130681,27581498
2019,12,142130684,27581500
2019,12,142130683,27581499
2019,12,142130686,27581501
2019,19,142130687,27581502
2019,12,142130687,27581503
2019,3,142130688,27581504
2019,12,142130695,27581505
2019,12,142130697,27581506
2019,22,142130698,27581507
2019,18,142130700,27581508
2019,5,142130701,27581509
2019,12,142130702,27581510
2019,12,142130703,27581511
2019,3,142130704,27581512
2019,22,142130706,27581513
2019,20,142130711,27581514
2019,22,142130712,27581515
2019,12,142130725,27581516
2019,3,142130729,27581517
2019,12,142130738,27581518
2019,22,142130741,27581519
2019,12,142130744,27581520
2019,9,142130747,27581521
2019,12,142130750,27581523
2019,3,142130753,27581524
2019,12,142130755,27581525
2019,12,142130757,27581526
2019,12,142130758,27581527
2019,12,142130767,27581529
2019,12,142130766,27581528
2019,12,142130769,27581530
2019,22,142130771,27581531
2019,18,142130774,27581532
2019,22,142130778,27581533
2019,12,142130783,27581534
2019,12,142130787,27581535
2019,3,142130791,27581536
2019,12,142130793,27581538
2019,12,142130801,27581540
2019,22,142130802,27581541
2019,12,142130805,27581542
2019,12,142130808,27581543
2019,12,142130815,27581545
2019,9,142130817,27581546
2019,12,142130819,27581547
2019,2,142130820,27581548
2019,2,142130822,27581549
2019,22,142130825,27581550
2019,12,142130827,27581551
2019,12,142130829,27581553
2019,12,142130828,27581552
2019,2,142130830,27581554
2019,2,142130834,27581555
2019,12,142130839,27581556
2019,3,142130840,27581557
2019,12,142130841,27581558
2019,2,142130842,27581559
2019,20,142130846,27581562
2019,12,142130847,27581563
2019,12,142130848,27581564
2019,12,142130850,27581565
2019,12,142130881,27581566
2019,12,142130884,27581568
2019,12,142130883,27581567
2019,12,142130895,27581571
2019,12,142130903,27581573
2019,12,142130906,27581574
2019,12,142130919,27581575
2019,18,142130929,27581577
2019,11,142130930,27581578
2019,9,142130931,27581579
2019,20,142130936,27581580
2019,12,142130943,27581581
2019,12,142130953,27581582
2019,12,142130955,27581583
2019,3,142130956,27581584
2019,12,142130964,27581585
2019,18,142130973,27581586
2019,12,142130979,27581587
2019,22,142130984,27581588
2019,12,142130986,27581589
2019,18,142130990,27581590
2019,12,142130993,27581591
2019,12,142130995,27581592
2019,12,142130997,27581593
2019,9,142131000,27581594
2019,22,142131001,27581595
2019,19,142131004,27581596
2019,22,142131007,27581597
2019,20,142131045,27581608
2019,19,142131046,27581609
2019,12,142131053,27581612
2019,12,142131055,27581614
2019,18,142131057,27581616
2019,12,142131056,27581615
2019,12,142131060,27581618
2019,18,142131060,27581617
2019,3,142131070,27581620
2019,20,142131074,27581621
2019,12,142131080,27581624
2019,12,142131079,27581623
2019,12,142131082,27581625
2019,12,142131083,27581626
2019,12,142131084,27581627
2019,12,142131085,27581628
2019,12,142131087,27581629
2019,18,142131088,27581630
2019,12,142131093,27581631
2019,12,142131103,27581633
2019,12,142131106,27581634
2019,12,142131116,27581635
2019,12,142131117,27581636
2019,12,142131119,27581637
2019,12,142131127,27581638
2019,12,142131128,27581639
2019,12,142131132,27581641
2019,18,142131135,27581642
2019,9,142131140,27581643
2019,12,131752284,24199969
2019,20,131748469,24191396
2019,12,131748477,24191398
2019,12,131752357,24199992
2019,12,131752366,24191408
2019,12,131752381,24200001
2019,12,131752394,24200005
2019,18,131752394,24200004
2019,18,131752452,24200027
2019,2,131752486,24200037
2019,12,131752489,24200039
2019,2,131752499,24200043
2019,2,131752498,24200042
2019,12,131752447,24200022
2019,9,131752451,24200026
2019,18,131752460,24200031
2019,12,131752464,24200032
2019,12,131748689,24191465
2019,18,131752515,24200050
2019,19,145117340,28448296
2019,12,145117346,28448299
2019,3,145117347,28448300
2019,12,145122329,28457809
2019,12,145117370,28448305
2019,12,145117373,28448306
2019,22,145117382,28448310
2019,22,145117383,28448311
2019,22,145117392,28448314
2019,20,145117426,28448324
2019,12,145117428,28448325
2019,12,145117429,28448326
2019,3,145117446,28448334
2019,12,145117456,28448339
2019,12,145117460,28448341
2019,12,145117465,28448343
2019,3,145117468,28448344
2019,6,145117471,28448345
2019,12,145117477,28448348
2019,3,145117481,28448351
2019,2,145117482,28448352
2019,21,145117490,28448354
2019,12,145117531,28448371
2019,12,145117535,28448373
2019,3,145117543,28448375
2019,12,145117548,28448379
2019,12,145117552,28448382
2019,12,145117554,28448383
2019,12,145117571,28448388
2019,10,145117576,28448391
2019,2,145117578,28448393
2019,20,145117585,28448397
2019,12,145117596,28448401
2019,12,145117607,28448404
2019,12,145117608,28448405
2019,12,145117610,28448407
2019,22,145117609,28448406
2019,2,145117612,28448408
2019,12,145117616,28448409
2019,3,145117618,28448410
2019,12,145117624,28448413
2019,18,145117624,28448412
2019,12,145117630,28448415
2019,12,142129311,27580976
2019,2,142129391,27581012
2019,2,142129388,27581009
2019,4,142129472,27581050
2019,12,143135545,27886826
2019,12,143125907,27880278
2019,12,143125930,27880291
2019,12,146747342,29079586
2019,2,146747367,29084558
2019,3,146744709,29079596
2019,12,145117287,28448272
2019,12,145117308,28448283
2019,12,145117312,28448284
2019,20,145117318,28448288
2019,20,145117319,28448289
2019,22,145117341,28448297
2019,22,145122344,28457811
2019,22,145117396,28448316
2019,22,145117413,28448319
2019,12,145117443,28448333
2019,3,145117459,28448340
2019,12,145117470,28457818
2019,2,145117492,28448356
2019,3,145117496,28448357
2019,18,145117516,28448364
2019,12,145117520,28448365
2019,12,145117526,28448367
2019,12,145117530,28448370
2019,22,145117533,28448372
2019,2,145117558,28448386
2019,12,145117575,28448390
2019,12,145117577,28448392
2019,12,145117580,28448395
2019,9,145117579,28448394
2019,12,145117584,28448396
2019,12,145117589,28448398
2019,12,145117590,28448399
2019,3,145117594,28448400
2019,3,145117600,28448402
2019,22,145117605,28448403
2019,12,145117626,28448414
2019,12,145117631,28448416
2019,12,145117633,28448417
2019,12,145117634,28448418
2019,18,145117635,28448419
2019,9,145117639,28448420
2019,12,145117640,28448421
2019,12,145117645,28448422
2019,2,145117648,28448423
2019,12,145117652,28448424
2019,18,145117653,28448425
2019,20,145122412,28457833
2019,12,145117663,28448429
2019,3,145117670,28448431
2019,3,145117671,28448433
2019,3,145117673,28448434
2019,12,145117680,28448435
2019,12,145117682,28448436
2019,12,145117691,28448437
2019,3,145117693,28448438
2019,20,145117698,28448439
2019,12,145117699,28448440
2019,12,145117701,28448441
2019,9,145122459,28457844
2019,12,145117703,28448442
2019,22,145117705,28448443
2019,12,145117706,28448444
2019,12,145117710,28448446
2019,12,145117709,28448445
2019,19,145117712,28448447
2019,12,145117714,28448448
2019,12,145117715,28448449
2019,12,145117716,28448450
2019,20,145117719,28448451
2019,12,145117723,28448452
2019,16,145117728,28448453
2019,12,145117729,28448454
2019,22,145117730,28448455
2019,12,145117732,28448456
2019,12,145117734,28448457
2019,12,145117737,28448458
2019,12,145117743,28448459
2019,18,145117757,28448460
2019,22,145117758,28448461
2019,12,145117766,28448462
2019,12,145117769,28448463
2019,2,145117772,28448464
2019,22,145117776,28448465
2019,12,145117777,28448466
2019,12,145117778,28448467
2019,12,145117783,28448469
2019,12,145117785,28448470
2019,12,145117787,28448471
2019,12,145117793,28448472
2019,22,145117796,28448473
2019,12,145117797,28448474
2019,12,145117799,28448475
2019,22,145117806,28448478
2019,3,145117809,28448479
2019,12,145117811,28448480
2019,12,145117812,28448481
2019,12,145117813,28448482
2019,5,145117814,28448483
2019,12,145117817,28448484
2019,12,145117822,28448485
2019,12,145117824,28448486
2019,3,145117827,28448487
2019,12,145117829,28448488
2019,18,145117830,28448489
2019,12,145117831,28448490
2019,12,145117832,28448491
2019,12,145117833,28448492
2019,12,145117836,28448493
2019,10,145117839,28448494
2019,12,145117841,28448495
2019,12,145117846,28448496
2019,18,145117847,28448497
2019,12,145117849,28448498
2019,3,145117852,28448499
2019,12,145117856,28448500
2019,22,145117857,28448501
2019,12,145117859,28448502
2019,12,145117860,28448503
2019,12,145117861,28448504
2019,18,145117866,28448505
2019,20,145117867,28448506
2019,12,145117868,28448507
2019,12,145117872,28448508
2019,12,145117875,28448510
2019,12,145117882,28448511
2019,20,145117887,28448512
2019,12,145117894,28448513
2019,20,145117895,28448514
2019,12,145117900,28448515
2019,12,145117917,28448516
2019,12,145117918,28448517
2019,12,145117919,28448518
2019,6,145117922,28448519
2019,12,145117940,28448520
2019,12,145117943,28448521
2019,2,145117944,28448522
2019,19,145117947,28448523
2019,12,145117949,28448524
2019,12,145117951,28448525
2019,12,145117306,28448281
2019,12,145117952,28448526
2019,12,145117955,28448527
2019,12,145117957,28448528
2019,12,145117961,28448529
2019,12,145117967,28448530
2019,12,145117968,28448531
2019,12,145117971,28448532
2019,12,145117974,28448533
2019,12,145117979,28448534
2019,12,145117981,28448535
2019,19,145117982,28448536
2019,12,145117984,28448537
2019,3,145117987,28448538
2019,22,145117999,28448539
2019,12,145118001,28448541
2019,12,145118005,28448543
2019,12,145118007,28448544
2019,22,145118009,28448545
2019,12,145118019,28448547
2019,12,145118024,28448548
2019,12,145118026,28448549
2019,12,145118031,28448550
2019,22,145118032,28448551
2019,22,145118034,28448552
2019,3,145118037,28448553
2019,9,145118039,28448554
2019,12,145118041,28448555
2019,6,145118042,28448556
2019,12,145118045,28448557
2019,3,145118046,28448558
2019,22,145118047,28448559
2019,22,145118050,28448560
2019,12,145118052,28448561
2019,12,145118053,28448562
2019,20,145118054,28448563
2019,12,145118055,28448564
2019,22,145118060,28448565
2019,12,145118061,28448566
2019,20,145118062,28448567
2019,12,145118063,28448568
2019,12,145118067,28448569
2019,12,145118068,28448570
2019,3,145118070,28448571
2019,22,145118074,28448572
2019,12,145118075,28448573
2019,20,145118076,28448574
2019,20,145118077,28448575
2019,12,145118078,28448576
2019,12,145118089,28448577
2019,12,145118090,28448578
2019,12,145118096,28448579
2019,12,145118098,28448580
2019,12,145118101,28448581
2019,12,145118107,28448582
2019,20,145118130,28448583
2019,6,145118135,28448584
2019,3,145118139,28448585
2019,12,145118146,28448587
2019,12,145118148,28448588
2019,12,145118149,28448589
2019,19,145118150,28448590
2019,12,145118154,28448591
2019,12,145118155,28448592
2019,12,145118156,28448593
2019,12,145118158,28448595
2019,12,145118163,28448596
2019,20,145118169,28448597
2019,18,145118174,28448598
2019,21,145118176,28448599
2019,3,145118177,28448600
2019,22,145118180,28448601
2019,12,145118182,28448602
2019,22,145118189,28448604
2019,10,145118191,28448606
2019,12,145118191,28448605
2019,18,145118194,28448607
2019,19,145118196,28448608
2019,12,145118197,28448609
2019,20,145118198,28448610
2019,12,145118207,28448611
2019,22,145118216,28448612
2019,12,145118220,28448613
2019,12,145118221,28448614
2019,12,145118226,28448615
2019,3,145118229,28448616
2019,2,145118232,28448617
2019,12,145118250,28448619
2019,12,145118252,28448620
2019,12,145118259,28448621
2019,12,145118267,28448622
2019,12,145118273,28448624
2019,12,145118274,28448625
2019,12,145118276,28448626
2019,19,145118278,28448627
2019,3,145118280,28448629
2019,12,145118287,28448632
2019,12,145118286,28448631
2019,12,145118292,28448634
2019,12,145118291,28448633
2019,12,145118301,28448635
2019,12,145118302,28448636
2019,12,145118303,28448637
2019,3,145118308,28448640
2019,12,145118309,28448641
2019,12,145118310,28448642
2019,2,145118311,28448643
2019,12,145118313,28448644
2019,12,145118321,28448645
2019,12,145118339,28448649
2019,6,145118346,28448650
2019,20,145118355,28448651
2019,12,145118361,28448652
2019,3,145118365,28448654
2019,4,145118365,28448655
2019,5,145118365,28448656
2019,12,145118364,28448653
2019,12,145118368,28448657
2019,12,145118369,28448658
2019,12,145118376,28448659
2019,12,145118391,28448660
2019,12,145118395,28448661
2019,12,145118397,28448662
2019,18,145118403,28448664
2019,12,145118410,28448665
2019,12,145118413,28448666
2019,12,145118422,28448667
2019,12,145118423,28448668
2019,12,145118425,28448669
2019,12,145118429,28448670
2019,12,145118434,28448671
2019,5,145118435,28448672
2019,24,145118438,28448673
2019,12,145118439,28448674
2019,12,145118441,28448675
2019,12,145118445,28448676
2019,3,145118448,28448677
2019,12,145118449,28448678
2019,12,145118450,28448679
2019,12,145118453,28448680
2019,3,145118454,28448681
2019,19,145118457,28448682
2019,12,145118458,28448683
2019,5,145118459,28448684
2019,12,145118473,28448686
2019,3,145118478,28448687
2019,12,145118483,28448689
2019,12,145118482,28448688
2019,12,145118484,28448690
2019,12,145118485,28448691
2019,12,145118486,28448692
2019,12,145118491,28448693
2019,12,145118492,28448694
2019,12,145118494,28448695
2019,12,145118498,28448696
2019,12,145118499,28448697
2019,12,145118501,28448698
2019,12,145118502,28448699
2019,12,145118505,28448700
2019,12,145118506,28448701
2019,12,145118507,28448702
2019,12,145118508,28448703
2019,18,145118510,28448704
2019,18,145118515,28448705
2019,22,145118518,28448706
2019,22,145118520,28448707
2019,22,145118522,28448708
2019,18,145118524,28448709
2019,2,145118527,28448710
2019,2,145118531,28448711
2019,21,145118533,28448712
2019,12,145118548,28448713
2019,12,145118571,28448716
2019,12,145118572,28448717
2019,12,145118608,28448721
2019,12,145118611,28448722
2019,4,146744691,29084548
2019,12,146744702,29084553
2019,18,146744755,29084573
2019,12,146744760,29084574
2019,12,146744764,29084577
2019,12,146744777,29084583
2019,12,146744800,29084592
2019,9,144120659,28172459
2019,19,144125066,28168396
2019,3,144125065,28168395
2019,12,144120672,28172465
2019,22,144125103,28172466
2019,22,144120674,28172467
2019,12,144125107,28168416
2019,3,144125140,28168431
