"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,122692792,126125883,1,37750366
2019,122692792,126121326,26,37745146
2019,122689913,126121388,3,37750393
2019,122689944,126125973,3,37745206
2019,122689642,126125711,24,37745052
2019,122689640,126117375,24,37745051
2019,122689642,126117375,24,37750290
2019,122689640,126125711,24,37748513
2019,122692638,126117381,24,37748517
2019,122689647,126117381,3,37748516
2019,122689697,126121181,1,37745086
2019,122689743,126125805,16,37745103
2019,122692758,126121273,3,37745123
2019,122689851,126121334,3,37745155
2019,122692800,126121334,3,37750371
2019,122696376,126121365,21,37748614
2019,122689888,126117594,3,37750386
2019,122692872,126121414,24,37748633
2019,122692873,126121414,24,37750407
2019,122692893,126126004,21,37750419
2019,122692101,126120600,4,37744781
2019,122692116,126117044,3,37739959
2019,122692159,126120633,3,37739989
2019,122685870,126120633,25,37739986
2019,122692159,126120634,25,37739990
2019,122685870,126120634,3,37739987
2019,122692170,126125213,4,37744826
2019,122692174,126125221,24,37744830
2019,122692174,126125219,1,37744829
2019,122692174,126125218,24,37744828
2019,122689229,126120668,16,37740001
2019,122689231,126120669,16,37744840
2019,122689229,126120669,16,37748347
2019,122689231,126120668,16,37744839
2019,122689237,126120673,25,37744844
2019,122692188,126120673,17,37744841
2019,122689237,126120670,5,37744842
2019,122692188,126120670,25,37748349
2019,122689287,126125304,24,37748372
2019,122689349,126125372,1,37740053
2019,122692338,126120837,19,37748403
2019,122692377,126125437,24,37740102
2019,122692377,126120881,24,37748427
2019,122692377,126120880,24,37748426
2019,122692377,126125438,24,37740103
2019,122692377,126117198,24,37744931
2019,122689450,126120928,1,37740121
2019,122689450,126120927,1,37744946
2019,122686059,126117237,1,37748441
2019,122692092,126117038,14,37739939
2019,122692098,126125134,3,37739946
2019,122692137,126125181,3,37744809
2019,122692245,126120728,3,37740023
2019,122692285,126120777,3,37740038
2019,122689460,126117227,1,37740124
2019,122692129,126125167,22,37739967
2019,122692128,126125167,21,37739966
2019,122685892,126125241,24,37740002
2019,122689258,126120699,18,37748360
2019,122685915,126120699,18,37740009
2019,122689320,126120760,19,37744872
2019,122692286,126125344,18,37740039
2019,122692284,126125344,18,37744878
2019,122689328,126125344,18,37740037
2019,122689340,126125352,18,37740046
2019,122692300,126125359,21,37744886
2019,122692340,126120840,3,37740079
2019,122689419,126120892,3,37740105
2019,122692131,126120611,18,37739970
2019,122689175,126120608,24,37748315
2019,122692131,126120608,24,37739965
2019,122689175,126120609,24,37744801
2019,122689175,126120611,18,37744804
2019,122692131,126120610,18,37739969
2019,122685852,126120608,24,37744798
2019,122685852,126120609,24,37744799
2019,122685852,126120611,18,37748314
2019,122689175,126120610,18,37739964
2019,122692131,126120609,24,37739968
2019,122685852,126120610,18,37744800
2019,122692182,126120661,15,37744832
2019,122689219,126120661,15,37748342
2019,122685889,126125232,3,37744837
2019,122685913,126120703,3,37748359
2019,122689267,126125276,1,37744857
2019,122692345,126117185,3,37740083
2019,122692367,126120872,24,37744922
2019,122692367,126117192,24,37740099
2019,122689427,126125457,14,37744938
2019,122692405,126125471,3,37740117
2019,122692135,126117051,3,37748317
2019,122696176,126125710,18,37750286
2019,122689198,126125199,3,37739985
2019,122685871,126125199,5,37748337
2019,122685888,126117079,1,37748344
2019,122685902,126117088,9,37748352
2019,122685935,126117118,18,37748371
2019,122689296,126117126,3,37744868
2019,122685965,126125346,24,37748385
2019,122685965,126120780,24,37748384
2019,122685965,126120779,24,37748383
2019,122685965,126120781,24,37740041
2019,122689431,126120906,1,37744941
2019,122692665,126125755,3,37750312
2019,122692705,126117437,3,37748556
2019,122696294,126117480,5,37748567
2019,122696307,126121271,12,37750347
2019,122692767,126121288,3,37748576
2019,122692801,126121336,1,37750372
2019,122692827,126117588,3,37748615
2019,122696396,126125946,9,37745186
2019,122692883,126125984,1,37745213
2019,122689954,126125984,1,37750414
2019,122689965,126125999,3,37745216
2019,122689984,126117672,24,37748653
2019,122689984,126117671,24,37748652
2019,118158354,121488650,17,36084549
2019,118158403,121482721,3,36088105
2019,118158461,121482785,3,36088134
2019,118158489,121482810,3,36088148
2019,118155716,121482831,18,36084622
2019,118161736,121488906,18,36093004
2019,118158565,121482879,16,36088171
2019,118158566,121482879,3,36088172
2019,118158574,121482885,3,36088176
2019,118158583,121482891,18,36088185
2019,118158581,121482891,18,36088181
2019,118158580,121482891,18,36088179
2019,118158583,121482890,18,36088184
2019,118158582,121482891,18,36088183
2019,118158582,121482890,18,36088182
2019,118158580,121482890,18,36088178
2019,118158581,121482890,18,36088180
2019,118158586,121479589,19,36084674
2019,122689165,126125151,19,37744791
2019,122689164,126125151,17,37744790
2019,122685861,126117055,18,37748324
2019,122685867,126125193,17,37739981
2019,122689246,126125259,17,37744848
2019,122685970,126120790,3,37748390
2019,122689456,126120935,3,37744948
2019,122692604,126121092,3,37745043
2019,122689651,126117387,3,37748518
2019,122692660,126125743,24,37750308
2019,122689721,126117432,24,37745094
2019,122689721,126117433,24,37745095
2019,122692785,126125880,3,37745145
2019,122696382,126125930,3,37750384
2019,122689932,126117624,18,37745195
2019,122689930,126125955,9,37745192
2019,122689932,126125955,19,37745197
2019,122696412,126125955,25,37748630
2019,122689932,126121397,18,37745196
2019,122692866,126121397,24,37745199
2019,122689931,126121397,18,37750400
2019,122689930,126121397,18,37748627
2019,122692866,126117624,24,37745198
2019,122689931,126117624,18,37745194
2019,122692866,126125955,24,37745201
2019,122689931,126125955,9,37750401
2019,122696412,126121397,18,37748629
2019,122689930,126117624,18,37745191
2019,122696412,126117624,18,37748628
2019,118158418,121482740,3,36088112
2019,118158420,121482741,17,36088114
2019,118158419,121482741,19,36088113
2019,118158429,121482752,16,36088116
2019,118155724,121479457,3,36084629
2019,118155800,121479551,8,36084662
2019,118158567,121482880,19,36088173
2019,118158578,121482889,3,36088177
2019,122689184,126125186,25,37748327
2019,122685863,126125186,5,37748331
2019,122685863,126125185,25,37748329
2019,122689184,126125185,17,37748326
2019,122689279,126120724,17,37744861
2019,122692378,126125442,16,37740104
2019,122686037,126120916,18,37744944
2019,122689625,126117363,3,37740275
2019,122689654,126125723,17,37745061
2019,122689655,126121122,18,37745062
2019,122696188,126121127,18,37750298
2019,122696188,126121126,18,37750297
2019,122692653,126121143,18,37750303
2019,122696211,126121146,3,37748527
2019,122696211,126117400,1,37750307
2019,122689682,126117406,3,37745076
2019,122696249,126125782,3,37750324
2019,122689731,126117438,1,37745098
2019,122696263,126121214,12,37748560
2019,122696276,126121223,4,37750334
2019,122696293,126121252,3,37750343
2019,122696315,126121280,17,37745124
2019,122692780,126117528,1,37750353
2019,122692790,126117542,18,37750362
2019,122692790,126121321,18,37748590
2019,122692790,126121322,18,37750363
2019,122692794,126125890,1,37750369
2019,122692794,126125889,24,37745148
2019,122689849,126121332,24,37748596
2019,122689849,126117558,24,37745153
2019,122689849,126117557,24,37748595
2019,122689849,126125897,24,37745154
2019,122692823,126117580,24,37750379
2019,122692823,126117583,24,37750381
2019,122692823,126117582,24,37750380
2019,122692823,126125915,24,37745167
2019,122696375,126121362,3,37745169
2019,122692851,126117619,24,37750395
2019,122692851,126117618,24,37750394
2019,122689920,126117619,3,37750396
2019,122689920,126117618,17,37748621
2019,122696416,126117637,21,37748634
2019,122689156,126117039,3,37744783
2019,122689171,126117047,3,37744795
2019,122689200,126125203,3,37739988
2019,122692163,126125205,1,37739992
2019,122692220,126120707,24,37740014
2019,122692236,126125285,16,37740020
2019,122689288,126120735,24,37744864
2019,122689289,126120735,24,37744865
2019,122689301,126120748,4,37740028
2019,122689306,126120752,3,37740029
2019,122685953,126125333,3,37748379
2019,122689330,126120782,17,37744879
2019,122689394,126117189,3,37748409
2019,122689183,126117056,16,37744812
2019,122685873,126117066,24,37748340
2019,122685873,126125202,24,37744824
2019,122692185,126125234,3,37744838
2019,122689227,126125234,25,37739999
2019,122689227,126125235,3,37748345
2019,122692185,126125235,25,37748346
2019,122689245,126125258,3,37744847
2019,122685931,126120720,18,37740021
2019,122685931,126120719,9,37748366
2019,122689284,126125302,19,37748367
2019,122689290,126125305,13,37744866
2019,122689305,126125319,16,37744869
2019,122689331,126117149,13,37744880
2019,122685974,126120806,18,37748394
2019,122686006,126125416,18,37748408
2019,122692415,126120924,18,37740118
2019,122689472,126125505,24,37740132
2019,122692443,126125505,24,37740130
2019,118158444,121482769,3,36088128
2019,118158458,121482779,1,36088132
2019,118158458,121482780,3,36088133
2019,118158517,121482834,12,36088156
2019,118158555,121482869,18,36088167
2019,118158559,121479539,9,36088170
2019,118158570,121482881,18,36088175
2019,118158569,121482881,18,36088174
2019,122689168,126125152,18,37744792
2019,122692117,126125152,18,37744793
2019,122689181,126125180,3,37744810
2019,122692287,126125345,12,37740040
2019,122692646,126125726,3,37748521
2019,122689775,126121259,24,37748568
2019,122692831,126117592,3,37745180
2019,122689900,126117604,1,37745183
2019,122692896,126117661,3,37745218
2019,122692616,126121102,5,37740273
2019,122692616,126121103,5,37740274
2019,122692655,126121147,1,37750304
2019,122692732,126121238,24,37750339
