"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2019,129256558,143136724
2019,129256559,143136726
2019,129256559,143136725
2019,129256560,143136727
2019,129256561,143136728
2019,129256562,143136730
2019,129256562,143136729
2019,129256563,143136733
2019,129256563,143136731
2019,129256563,143136732
2019,129256564,143136734
2019,129256565,143136735
2019,129256565,143136736
2019,129256566,143136735
2019,129256567,143136737
2019,129256568,143136738
2019,129256569,143136739
2019,129256570,143136740
2019,129256571,143136741
2019,129256572,143136742
2019,129256573,143136743
2019,129256574,143136744
2019,129256575,143136745
2019,129256576,143136746
2019,129256577,143136747
2019,129256578,143136748
2019,129256580,143136749
2019,129256579,143136750
2019,129256581,143136751
2019,129256582,143136752
2019,129256583,143136753
2019,129256584,143136754
2019,129256585,143136755
2019,129256584,143136755
2019,129256586,143136756
2019,129256587,143136757
2019,129256588,143136758
2019,129256589,143136759
2019,129256590,143136759
2019,129256591,143136761
2019,129256591,143136760
2019,129256330,143125884
2019,129256329,143125883
2019,129256342,143136513
2019,129256348,143136521
2019,129256592,143136762
2019,129256593,143136763
2019,129256594,143136764
2019,129256595,143136765
2019,129256596,143136766
2019,129256597,143136767
2019,129256597,143136768
2019,129256598,143136769
2019,129256599,143136770
2019,129256600,143136771
2019,129256601,143136773
2019,129256601,143136772
2019,129256602,143136774
2019,129256603,143136775
2019,129256604,143136776
2019,129256605,143136777
2019,129256607,143136778
2019,129256606,143136778
2019,129256608,143136779
2019,129256609,143136780
2019,129256610,143136782
2019,129256610,143136781
2019,129256611,143136783
2019,129256612,143136785
2019,129256612,143136784
2019,129256614,143136786
2019,129256613,143136787
2019,129256615,143136788
2019,129256616,143136789
2019,129256617,143136790
2019,129256618,143136791
2019,129256619,143136792
2019,129256620,143136793
2019,129256621,143136794
2019,129256622,143136796
2019,129256622,143136795
2019,129256623,143136797
2019,129256624,143136798
2019,129256627,143136802
2019,129256628,143136803
2019,129256629,143136804
2019,129256630,143136805
2019,129256631,143136806
2019,129256632,143136807
2019,129256633,143136808
2019,129256634,143136809
2019,129256634,143136810
2019,129256635,143136811
2019,129256636,143136812
2019,129256636,143136813
2019,129256639,143136814
2019,129256637,143136815
2019,129256637,143136814
2019,129256638,143136815
2019,129256638,143136814
2019,129256640,143136816
2019,129256641,143136817
2019,129256642,143136818
2019,129256643,143136819
2019,129256644,143136820
2019,129256645,143136821
2019,129256646,143136822
2019,129256647,143136823
2019,129256649,143136823
2019,129256648,143136822
2019,129256651,143136824
2019,129256650,143136824
2019,129256652,143136825
2019,129256654,143136825
2019,129256653,143136825
2019,129256655,143136826
2019,129256656,143136827
2019,129256657,143136828
2019,129256658,143136829
2019,129256658,143136830
2019,129256659,143136831
2019,129256660,143136832
2019,129256661,143136833
2019,129256662,143136834
2019,129256664,143136838
2019,129256664,143136839
2019,129256666,143136841
2019,129256667,143136842
2019,129256668,143136843
2019,129256670,143136845
2019,129256669,143136844
2019,129256671,143136846
2019,129256672,143136847
2019,129256673,143136848
2019,129256673,143136849
2019,129256675,143136851
2019,129256674,143136851
2019,129256674,143136850
2019,129256676,143136852
2019,129256677,143136854
2019,129256677,143136853
2019,129256678,143136855
2019,129256679,143136856
2019,129256680,143136857
2019,129256681,143136858
2019,129256682,143136859
2019,129256682,143136860
2019,129256683,143136861
2019,129256684,143136862
2019,129256685,143136863
2019,129256686,143136864
2019,129256687,143136866
2019,129256687,143136865
2019,129256688,143136867
2019,129256689,143136868
2019,129256690,143136869
2019,129256691,143136871
2019,129256691,143136870
2019,129256692,143136872
2019,129256693,143136873
2019,129256694,143136873
2019,129256695,143136874
2019,129256696,143136875
2019,129256697,143136876
2019,129256698,143136877
2019,129256699,143136878
2019,129256700,143136879
2019,129256702,143136881
2019,129256703,143136880
2019,129256701,143136881
2019,129256704,143136882
2019,129256705,143136883
2019,129256705,143136884
2019,129256707,143136887
2019,129256708,143136888
2019,129256709,143136889
2019,129256710,143136890
2019,129256711,143136891
2019,129256712,143136892
2019,129256712,143136891
2019,129256713,143136893
2019,129256713,143136894
2019,129256714,143136895
2019,129256715,143136896
2019,129256716,143136897
2019,129256717,143136898
2019,129256718,143136899
2019,129256719,143136900
2019,129256720,143136902
2019,129256720,143136901
2019,129256720,143136903
2019,129256721,143136901
2019,129256721,143136903
2019,129256721,143136902
2019,129256722,143136904
2019,129256723,143136905
2019,129256724,143136906
2019,129256725,143136907
2019,129256726,143136908
2019,129256727,143136909
2019,129256728,143136910
2019,129256729,143136911
2019,129256730,143136912
2019,129256731,143136913
2019,129256732,143136914
2019,129256734,143136917
2019,129256734,143136916
2019,129256735,143136919
2019,129256736,143136918
2019,129256737,143136919
2019,129256738,143136920
2019,129256739,143136921
2019,129256739,143136922
2019,129256740,143136923
2019,129256740,143136924
2019,129256741,143136925
2019,129256742,143136926
2019,129256742,143136927
2019,129256743,143136928
2019,129256745,143136930
2019,129256746,143136931
2019,129256747,143136932
2019,129256748,143136933
2019,129256749,143136934
2019,129256750,143136935
2019,129256751,143136936
2019,129256752,143136937
2019,129256753,143136938
2019,129256754,143136939
2019,129256755,143136940
2019,129256756,143136941
2019,129256757,143136942
2019,129256758,143136943
2019,129256759,143136944
2019,129256762,143136946
2019,129256761,143136945
2019,129256760,143136945
2019,129256763,143136948
2019,129256763,143136947
2019,129256764,143136949
2019,129256765,143136950
2019,129256766,143136951
2019,129256767,143136952
2019,129256768,143136953
2019,129256769,143136954
2019,129256770,143136955
2019,129256771,143136956
2019,129256772,143136957
2019,129256773,143136958
2019,129256773,143136959
2019,129256774,143136960
2019,129256775,143136961
2019,129256776,143136962
2019,129256776,143136963
2019,129256777,143136964
2019,129256778,143136965
2019,129256779,143136967
2019,129256779,143136966
2019,129256782,143136971
2019,129256783,143136973
2019,129256783,143136972
2019,129256784,143136974
2019,129256785,143136974
2019,129256787,143136975
2019,129256786,143136975
2019,129256789,143136977
2019,129256790,143136978
2019,129256791,143136979
2019,129256792,143136980
2019,129256794,143136981
2019,129256793,143136981
2019,129256795,143136982
2019,129256796,143136983
2019,129256798,143136985
2019,129256799,143136986
2019,129256800,143136987
2019,129256802,143136990
2019,129256803,143136989
2019,129256804,143136991
2019,129256805,143136992
2019,129256806,143136993
2019,129256806,143136992
2019,129256807,143136994
2019,129256809,143136995
2019,129256808,143136996
2019,129256810,143136997
2019,129256811,143136998
2019,129256812,143136999
2019,129256813,143137000
2019,129256814,143137002
2019,129256814,143137001
2019,129256816,143137004
2019,129256815,143137003
2019,129256816,143137003
2019,129256817,143137005
2019,129256818,143137006
2019,129256819,143137007
2019,129256820,143137008
2019,129256821,143137009
2019,129256822,143137010
2019,129256823,143137011
2019,129256824,143137012
2019,129256825,143137013
2019,129256826,143137014
2019,129256826,143137015
2019,129256828,143137017
2019,129256831,143137021
2019,129256831,143137020
2019,129256832,143137022
2019,129256837,143137026
2019,129256838,143137028
2019,129256838,143137027
2019,129256839,143137029
2019,129256840,143137030
2019,129256841,143137031
2019,129256842,143137032
2019,129256843,143137033
2019,129256844,143137034
2019,129256845,143137035
2019,129256846,143137036
2019,129256846,143137037
2019,129256847,143137038
2019,129256849,143137039
2019,129256848,143137039
2019,129256850,143137040
2019,129256851,143137041
2019,129256851,143137042
2019,129256852,143137043
2019,129256853,143137044
2019,129256853,143137045
2019,129256854,143137046
2019,129256855,143137047
2019,129256856,143137048
2019,129256857,143137049
2019,129256858,143137050
2019,129256859,143137051
2019,129256860,143137052
2019,129256861,143137053
2019,129256862,143137054
2019,129256863,143137055
2019,129256864,143137056
2019,129256865,143137057
2019,129256866,143137058
2019,129256867,143137059
2019,129256868,143137060
2019,129256870,143137062
2019,129256871,143137063
2019,129256872,143137065
2019,129256872,143137064
2019,129256873,143137066
2019,129256874,143137067
2019,129256875,143137068
2019,129256877,143137070
2019,129256878,143137071
2019,129256879,143137072
2019,129256880,143137073
2019,129256881,143137074
2019,129256881,143137075
2019,129256882,143137076
2019,129256884,143137077
2019,129256883,143137077
2019,129256885,143137078
2019,129256886,143137079
2019,129256887,143137080
2019,129256888,143137081
2019,129256889,143137082
2019,129256891,143137083
2019,129256890,143137083
2019,129256894,143137085
2019,129256893,143137084
2019,129256892,143137084
2019,129256895,143137086
2019,129256896,143137087
2019,129256898,143137089
2019,129256897,143137088
2019,129256899,143137090
2019,129256900,143137092
2019,129256900,143137091
2019,129256901,143137093
2019,129256903,143137095
2019,129256904,143137096
2019,129256906,143137099
2019,129256907,143137100
2019,129256908,143137101
2019,129256909,143137102
2019,129256910,143137103
2019,129256911,143137104
2019,129256911,143137105
2019,129256912,143137106
2019,129256914,143137107
2019,129256913,143137107
2019,129256915,143137108
2019,129256916,143137109
2019,129256917,143137110
2019,129256918,143137111
2019,129256919,143137112
2019,129256920,143137113
2019,129256922,143137116
2019,129256923,143137117
2019,129256924,143137119
2019,129256924,143137118
2019,129256925,143137121
2019,129256925,143137120
2019,129256926,143137122
2019,129256927,143137123
2019,129256927,143137124
2019,129256928,143137125
2019,129256929,143137126
2019,129256930,143137127
2019,129256931,143137127
2019,129256936,143137128
2019,129256934,143137128
2019,129256935,143137128
2019,129256932,143137128
2019,129256933,143137128
2019,129256937,143137131
2019,129256937,143137130
2019,129256937,143137129
2019,129256938,143137132
2019,129256939,143137133
2019,129256941,143137134
2019,129256940,143137135
2019,129256941,143137136
2019,129256943,143137138
2019,129256944,143137139
2019,129256945,143137140
2019,129256946,143137141
2019,129256947,143137142
2019,129256950,143137146
2019,129256950,143137145
2019,129256951,143137147
2019,129256953,143137148
2019,129256952,143137148
2019,129256954,143137149
2019,129256954,143137150
2019,129256955,143137151
2019,129256956,143137152
2019,129256957,143137153
2019,131322743,145122300
2019,131322743,145122298
2019,131322748,145122308
2019,131328725,145117293
2019,131328724,145117293
2019,131322759,145117328
2019,131322764,145122332
2019,131322764,145122331
2019,131322765,145122333
2019,131322766,145122334
2019,131322769,145122336
2019,131322768,145122336
2019,130247509,144125039
2019,131322803,145122367
2019,131322804,145122368
2019,131322805,145122369
2019,131328984,145117563
2019,131328984,145117562
2019,131322808,145122370
2019,131322807,145122371
2019,131322809,145122373
2019,131322809,145122372
2019,131322810,145122374
2019,131322811,145122376
2019,131322811,145122375
2019,131322812,145122377
2019,131322813,145122378
2019,131322813,145122379
2019,131322814,145122380
2019,131322814,145122381
2019,131322816,145122382
2019,131322816,145122383
2019,131322815,145122383
2019,131322817,145117619
2019,131322818,145117622
2019,131322818,145117623
2019,131322821,145122387
2019,131322821,145122386
2019,131322822,145122389
2019,131322822,145122388
2019,131322823,145122390
2019,131322824,145122392
2019,131322824,145122391
2019,131322826,145122393
2019,131322825,145122394
2019,131322827,145122395
2019,131322827,145122396
2019,131322828,145122397
2019,131322831,145122400
2019,131322830,145122398
2019,131322829,145122398
2019,131322830,145122401
2019,131322829,145122401
2019,131322831,145122399
2019,131322832,145117644
2019,131322833,145122402
2019,131322834,145122404
2019,131322834,145122403
2019,131322835,145122403
2019,131322837,145122408
2019,131329067,145117651
2019,131329067,145117650
2019,131322838,145122409
2019,131322839,145122410
2019,131322840,145122411
2019,131322841,145122413
2019,131322842,145122414
2019,131322844,145122415
2019,131322843,145122415
2019,131322845,145122416
2019,131329077,145117661
2019,131329076,145117660
2019,131322846,145122417
2019,131322847,145122418
2019,131322847,145122419
2019,131322848,145122420
2019,131322849,145122421
2019,131322850,145122422
2019,131322851,145122423
2019,131322853,145122425
2019,131322854,145122426
2019,131322856,145122427
2019,131322855,145122427
2019,131322857,145122428
2019,131322857,145122429
2019,131322858,145122430
2019,131322861,145122433
2019,131322862,145122434
2019,131322862,145122435
2019,131322868,145122436
2019,131322865,145122436
2019,131322866,145122436
2019,131322869,145122436
2019,131322864,145122436
2019,131322863,145122436
2019,131322867,145122436
2019,131322870,145122437
2019,131322871,145122438
2019,131322872,145122439
2019,131322873,145122440
2019,131322874,145122443
2019,131322875,145122444
2019,131322879,145122446
2019,131322878,145122447
2019,131322880,145122448
2019,131322881,145122449
2019,131322882,145122450
2019,131322883,145122451
2019,131322884,145122452
2019,131329119,145117700
2019,131322886,145122454
2019,131322886,145122455
2019,131322887,145122456
2019,131322888,145122458
2019,131322888,145122457
2019,131322889,145122461
2019,131322742,145122299
2019,130242148,144125021
2019,130242147,144125021
2019,130242183,144127738
2019,130242183,144125051
2019,130242204,144125079
2019,130242209,144125084
2019,130242210,144125085
2019,130242212,144125087
2019,130242215,144125090
2019,130242227,144120676
2019,130242230,144125110
2019,130242231,144125110
2019,130242231,144125112
2019,130242234,144125113
2019,130242233,144125113
2019,130242235,144125116
2019,130242238,144125118
2019,130242246,144125128
2019,130242249,144125132
2019,130242264,144125148
2019,130242268,144125155
2019,130242269,144125156
2019,130242275,144125161
2019,130242273,144125161
2019,130242272,144125159
2019,130242276,144125161
2019,130242272,144125161
2019,130242274,144125160
2019,130242278,144125164
2019,130242279,144125165
2019,130242282,144120683
2019,130242287,144125172
2019,130242289,144125174
2019,130242288,144125173
2019,130242292,144125177
2019,130242297,144125182
2019,134456775,148246349
2019,134456775,148251187
2019,134456775,148246351
2019,134456778,148246354
2019,134457933,148246354
2019,134462925,148256205
2019,134462924,148256205
2019,134462923,148246373
2019,134462924,148246373
2019,134462925,148246373
2019,134462932,148246386
2019,134456811,148246385
2019,134456812,148246385
2019,129258206,143125872
2019,129263240,143135533
2019,129258253,143125928
2019,129258253,143125927
2019,129263249,143136514
2019,129263259,143135553
2019,129263267,143135563
2019,129263268,143136525
2019,129263268,143136526
2019,129263269,143136527
2019,129263269,143136528
2019,129263270,143135564
2019,129263273,143125949
2019,129263275,143135570
2019,129263277,143135574
2019,129263280,143135577
2019,129263281,143135578
2019,129256368,143125956
2019,129263285,143125958
2019,129263284,143125956
2019,129263284,143125957
2019,129263283,143125956
2019,129263283,143125957
2019,129256369,143136544
2019,131328727,145126201
2019,131328727,145126202
2019,129263291,143125959
2019,129263293,143135584
2019,129263294,143135585
2019,129263294,143135586
2019,129263299,143135591
2019,129263306,143135600
2019,129263311,143125961
2019,129263311,143135604
2019,129263313,143135606
2019,129263312,143135606
2019,129263315,143135608
2019,129263316,143135609
2019,129263317,143135611
2019,129263317,143135610
2019,129263319,143135613
2019,129263321,143135615
2019,129263322,143135616
2019,129263326,143135619
2019,129263327,143135622
2019,129263330,143135623
2019,129263331,143135623
2019,129263329,143135623
2019,129263328,143135623
2019,129263332,143135624
2019,129263336,143135630
2019,129263338,143135632
2019,129263339,143135633
2019,129263341,143135636
2019,129263353,143135645
2019,129263354,143135647
2019,129263359,143135651
2019,129263360,143135652
2019,129263362,143135654
2019,129263363,143135655
2019,129263364,143135656
2019,129263365,143135657
2019,129263369,143135662
2019,129258301,143125976
2019,129263371,143135667
2019,129263376,143135673
2019,129263378,143135672
2019,129263377,143135673
2019,129263380,143135675
2019,129263384,143135680
2019,129263387,143135683
2019,129263388,143135684
2019,129263388,143135685
2019,129263389,143135686
2019,129263390,143135687
2019,129263393,143135691
2019,129263394,143135692
2019,129263398,143125986
2019,129263397,143125986
2019,129263398,143125984
2019,129263399,143125983
2019,129263399,143125985
2019,129263397,143125984
2019,129263400,143135696
2019,129263401,143135697
2019,129263402,143135698
2019,129263404,143135699
2019,129263403,143135699
2019,129263405,143135699
2019,129258315,143125991
2019,129263407,143135701
2019,129258319,143125996
2019,129263408,143135702
2019,129263408,143135703
2019,129263409,143135704
2019,129263410,143135705
2019,129263411,143135706
2019,129263412,143135707
2019,129263413,143135707
2019,129263414,143135708
2019,129263414,143135709
2019,129263415,143135710
2019,129263416,143135711
2019,129263417,143135711
2019,129263418,143135712
2019,129263419,143135713
2019,129263420,143135715
2019,129263420,143135714
2019,129263421,143135716
2019,129263422,143135717
2019,129263423,143135718
2019,129263424,143135719
2019,129263425,143135720
2019,129263426,143135722
2019,129263426,143135721
2019,129263427,143135723
2019,129263428,143135724
2019,129263429,143135726
2019,129263429,143135725
2019,129263430,143135727
2019,129263431,143135728
2019,129263431,143135729
2019,129263433,143135730
2019,129263432,143135731
2019,129263434,143135733
2019,129263435,143135734
2019,129263437,143135736
2019,129263438,143135737
2019,129258337,143126014
2019,129263439,143135738
2019,129263440,143135739
2019,129263441,143135740
2019,129263443,143135743
2019,129263444,143135744
2019,129263445,143135746
2019,129263445,143135745
2019,129263446,143135747
2019,129263446,143135748
2019,129263448,143135749
2019,129263449,143135751
2019,129263449,143135750
2019,129263450,143135752
2019,129263451,143135753
2019,129263452,143135754
2019,129263457,143135759
2019,129263458,143135760
2019,129263459,143135761
2019,129263460,143135762
2019,129263461,143135763
2019,129263462,143135764
2019,129263464,143135765
2019,129263463,143135765
2019,129263465,143135766
2019,129263466,143135767
2019,129263467,143135768
2019,129263468,143135769
2019,129263469,143135770
2019,129263470,143135771
2019,129263470,143135772
2019,129263471,143135773
2019,129263472,143135774
2019,129263473,143135775
2019,129263474,143135776
2019,129263475,143135777
2019,129263476,143135778
2019,129263477,143135779
2019,129263478,143135780
2019,129263478,143135781
2019,129263479,143135782
2019,129263480,143135783
2019,129263481,143135784
2019,129263482,143135785
2019,129263482,143135786
2019,129263483,143135788
2019,129263484,143135789
2019,129263485,143135787
2019,129263486,143135790
2019,129263487,143135791
2019,129263488,143135792
2019,129263489,143135793
2019,129263490,143135794
2019,129263491,143135795
2019,129263492,143135796
2019,129263493,143135797
2019,129263494,143135798
2019,129263495,143135799
2019,129263495,143135800
2019,129263496,143135801
2019,129263497,143135802
2019,129263498,143135803
2019,129263499,143135804
2019,129263500,143135805
2019,129263501,143135806
2019,129263502,143135807
2019,129263503,143135808
2019,129263505,143135810
2019,129263504,143135811
2019,129263504,143135809
2019,129263507,143135812
2019,129263506,143135814
2019,129263506,143135813
2019,129263509,143135816
2019,129263508,143135815
2019,129263511,143135818
2019,129263512,143135819
2019,129263514,143135820
2019,129263513,143135820
2019,129263516,143135821
2019,129263515,143135821
2019,129263517,143135822
2019,129263518,143135823
2019,129263519,143135824
2019,129263521,143135827
2019,129263522,143135828
2019,129263523,143135829
2019,129263525,143135831
2019,129263525,143135832
2019,129263526,143135833
2019,129263527,143135834
2019,129263528,143135835
2019,129263529,143135836
2019,129263530,143135837
2019,129263531,143135838
2019,129263532,143135839
2019,129263532,143135840
2019,129263533,143135842
2019,129263533,143135841
2019,129263534,143135841
2019,129263535,143135841
2019,129263536,143135843
2019,129263537,143135844
2019,130247499,144120633
2019,130247505,144120646
2019,130249657,144125041
2019,130249659,144125041
2019,130249658,144125041
2019,130249665,144127737
2019,130242145,144127710
2019,130242152,144120627
2019,130242152,144120626
2019,130247512,144120659
2019,130242193,144125066
2019,130247518,144125065
2019,130247520,144120672
2019,130247521,144120673
2019,130247523,144125103
2019,130247524,144120674
2019,130247525,144120675
2019,130247526,144125107
2019,130247527,144120678
2019,130247528,144125140
2019,130247528,144120681
2019,130242259,144127758
2019,130242259,144127760
2019,130242259,144127761
2019,130242259,144127759
2019,130247530,144120682
2019,130247531,144125162
2019,130247532,144120685
2019,130242291,144125176
2019,130247533,144120686
2019,130247536,144120691
2019,130247537,144120691
2019,130247536,144120692
2019,130247539,144120693
2019,130247538,144120693
2019,130247542,144120694
2019,130247541,144120694
2019,130247540,144120694
2019,130247544,144120696
2019,130247545,144125206
2019,130247546,144120697
2019,130247547,144120698
2019,130247550,144120700
2019,130247549,144120700
2019,130247552,144120701
2019,130247553,144120703
2019,130247553,144120702
2019,130247554,144120704
2019,130247556,144120709
2019,130242369,144125248
2019,130242369,144125249
2019,130247559,144120713
2019,130247559,144120712
2019,130247561,144120717
2019,130247562,144120718
2019,130247563,144120719
2019,130247564,144120720
2019,130247565,144120722
2019,130247564,144120721
2019,130247566,144120723
2019,130247567,144120724
2019,130247568,144120725
2019,130247569,144120726
2019,130247570,144120727
2019,130247572,144120728
2019,130247571,144120728
2019,130247573,144125267
2019,130247574,144125266
2019,130247573,144125266
2019,130247575,144120729
2019,130247577,144120731
2019,130247578,144125272
2019,130247580,144120733
2019,130242397,144125274
2019,130247581,144120734
2019,130247582,144120735
2019,130247583,144125275
2019,130247584,144120736
2019,130247585,144120739
2019,130247586,144120740
2019,130247587,144120741
2019,130247588,144120742
2019,130247589,144120743
2019,130247590,144120744
2019,130247591,144125282
2019,130247591,144125283
2019,130247592,144125283
2019,130247592,144125282
2019,130247593,144120745
2019,130242409,144125291
2019,130242409,144125290
2019,131325918,145126197
2019,131325919,145126196
2019,131325919,145126194
2019,131322744,145117278
2019,131322745,145122303
2019,131325928,145126209
2019,131325927,145126210
2019,131325928,145126208
2019,131325926,145126210
2019,131325927,145126207
2019,131328777,145117342
2019,131325934,145126220
2019,131325934,145126219
2019,131328713,145117283
