"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2019,34052520,1,34022985
2019,34052521,1,34022986
2019,34052522,1,34022987
2019,34052523,1,34022988
2019,34052525,1,34022990
2019,34052548,1,34023018
2019,34052597,1,34030684
2019,34059594,1,34035048
2019,34052601,1,34023071
2019,34056553,1,34030692
2019,34056554,1,34030693
2019,34056556,1,34030695
2019,34056562,1,34030701
2019,34056561,1,34030700
2019,34056560,1,34030699
2019,34056563,1,34030702
2019,34056564,1,34030703
2019,34052603,1,34023073
2019,34052604,1,34023074
2019,34052605,1,34023075
2019,34052608,1,34023078
2019,34056572,1,34030711
2019,34052609,1,34023079
2019,34056575,1,34030714
2019,34052610,1,34023080
2019,34052614,1,34023084
2019,34052615,1,34023085
2019,34052616,1,34023086
2019,34052617,1,34023087
2019,34052618,1,34023088
2019,34052619,1,34023089
2019,34052620,1,34023090
2019,34052622,1,34023092
2019,34052621,1,34023091
2019,34052623,1,34023093
2019,34052625,1,34023095
2019,34052626,1,34023096
2019,34052627,1,34023097
2019,34052628,1,34023098
2019,34052631,1,34023101
2019,34052632,1,34023102
2019,34052633,1,34023103
2019,34052634,1,34023104
2019,34052635,1,34023105
2019,34052636,1,34023106
2019,34052637,1,34023107
2019,34052638,1,34023108
2019,34052639,1,34023109
2019,34052640,1,34023110
2019,34052641,1,34023111
2019,34052642,1,34023112
2019,34052644,1,34023114
2019,34052643,1,34023113
2019,34052645,1,34023115
2019,34052646,1,34023116
2019,34052647,1,34023117
2019,34052648,1,34023118
2019,34052649,1,34023119
2019,34052650,1,34023120
2019,34052651,1,34023121
2019,34052652,1,34023122
2019,34052653,1,34023123
2019,34052654,1,34023124
2019,34052655,1,34023125
2019,34052657,1,34023127
2019,34052658,1,34023128
2019,34052659,1,34023129
2019,34052660,1,34023130
2019,34052661,1,34023131
2019,34052662,1,34023132
2019,34052663,1,34023133
2019,34052664,1,34023134
2019,34052665,1,34023135
2019,34052666,1,34023136
2019,34052667,1,34023137
2019,34052668,1,34023138
2019,34052669,1,34023139
2019,34052671,1,34023141
2019,34052672,1,34023142
2019,34052673,1,34023143
2019,34052674,1,34023144
2019,34052680,1,34023150
2019,34052681,1,34023151
2019,34052682,1,34023152
2019,34052683,1,34023153
2019,34052684,1,34023154
2019,34052685,1,34023155
2019,34052686,1,34023156
2019,34052687,1,34023157
2019,34052688,1,34023158
2019,34052689,1,34023159
2019,34052690,1,34023160
2019,34052691,1,34023161
2019,34052692,1,34023162
2019,34052693,1,34023163
2019,34052694,1,34023164
2019,34052695,1,34023165
2019,34052696,1,34023166
2019,34052697,7,34023167
2019,34052698,1,34023168
2019,34052699,1,34023169
2019,34052700,1,34023170
2019,34052701,1,34023171
2019,34052702,1,34023172
2019,34052704,1,34023174
2019,34052705,1,34023175
2019,34052706,1,34023176
2019,34052707,1,34023177
2019,34052708,1,34023178
2019,34052710,1,34023180
2019,34052712,7,34023182
2019,34052714,1,34023184
2019,34052715,1,34023185
2019,34052716,1,34023186
2019,34052717,1,34023187
2019,34052718,1,34023188
2019,34052719,1,34023189
2019,34052720,1,34023190
2019,34052721,1,34023191
2019,34052722,1,34023192
2019,34052723,1,34023193
2019,34052725,1,34023195
2019,34052724,1,34023194
2019,34052726,1,34023196
2019,34052727,1,34023197
2019,34052728,1,34023198
2019,34052730,1,34023200
2019,34052729,1,34023199
2019,34052731,1,34023201
2019,34052732,1,34023202
2019,34052733,1,34023203
2019,34052734,1,34023204
2019,34052735,1,34023205
2019,34052736,1,34023206
2019,34052737,1,34023207
2019,34052738,1,34023208
2019,34052739,1,34023209
2019,34052740,1,34023210
2019,34052741,1,34023211
2019,34052742,1,34023212
2019,34052743,1,34023213
2019,34052744,1,34023214
2019,34052747,1,34023217
2019,34052748,1,34023218
2019,34052749,1,34023219
2019,34052750,1,34023220
2019,34052751,1,34023221
2019,34052752,1,34023222
2019,34052753,1,34023223
2019,34052754,1,34023224
2019,34052755,1,34023225
2019,34052756,1,34023226
2019,34052757,1,34023227
2019,34052758,1,34023228
2019,34052760,1,34023230
2019,34052761,1,34023231
2019,34052762,1,34023232
2019,34052763,1,34023233
2019,34052764,1,34023234
2019,34052765,1,34023235
2019,34052766,1,34023236
2019,34052767,1,34023237
2019,34052768,1,34023238
2019,34052769,1,34023239
2019,34052771,1,34023241
2019,34052770,1,34023240
2019,34052772,1,34023242
2019,34052773,1,34023243
2019,34052774,1,34023244
2019,34052775,1,34023245
2019,34052776,1,34023246
2019,34052777,1,34023247
2019,34052778,1,34023248
2019,34052779,1,34023249
2019,34052781,1,34023251
2019,34052782,1,34023252
2019,34052783,1,34023253
2019,34052784,1,34023254
2019,34052785,1,34023255
2019,34052786,1,34023256
2019,34052787,1,34023257
2019,34052788,1,34023258
2019,34052789,1,34023259
2019,34052790,1,34023260
2019,34052791,1,34023261
2019,34052792,1,34023262
2019,34052793,1,34023263
2019,34052794,1,34023264
2019,34052796,1,34023266
2019,34052797,1,34023267
2019,34052798,1,34023268
2019,34052799,1,34023269
2019,34052800,1,34023270
2019,34052801,1,34023271
2019,34052802,1,34023272
2019,34052803,1,34023273
2019,34052804,1,34023274
2019,33189205,1,33209116
2019,33184403,1,33213408
2019,33182436,1,33203853
2019,33182455,1,33209143
2019,33189241,1,33209153
2019,33182479,1,33203901
2019,33184465,1,33213473
2019,33182486,1,33203908
2019,33184480,1,33203917
2019,33189294,1,33209202
2019,31975226,1,32002749
2019,31975225,1,32011373
2019,31971395,1,32002755
2019,31971396,1,32002756
2019,31971397,1,32002757
2019,31971400,1,32002760
2019,31971403,1,32007298
2019,31971406,1,32002765
2019,31971408,1,32002766
2019,31971410,1,32002768
2019,31971415,1,32002771
2019,31975239,1,32002773
2019,31971418,1,32002775
2019,31971423,1,32002781
2019,31971422,1,32002780
2019,31971421,1,32007310
2019,31981078,1,32007319
2019,31971402,1,32002762
2019,31971401,1,32002761
2019,31971411,1,32002769
2019,31971304,1,32002662
2019,31980989,1,32007230
2019,31980996,1,32007236
2019,31971311,1,32002670
2019,31971316,1,32002676
2019,31971315,1,32002675
2019,31971317,1,32002677
2019,31971414,1,32007307
2019,31975250,1,32011399
2019,33189207,1,33209117
2019,33184413,1,33213419
2019,33182487,1,33209185
2019,33189298,1,33203930
2019,31971299,1,32007223
2019,31971305,1,32002663
2019,31975193,1,32011340
2019,31971327,1,32002686
2019,31971333,1,32002691
2019,31971334,1,32002692
2019,31981017,1,32007255
2019,31971354,1,32002715
2019,31971355,1,32002716
2019,31971356,1,32002717
2019,31971360,1,32002721
2019,31971364,1,32002725
2019,31971366,1,32002727
2019,31971373,1,32002734
2019,31971385,1,32011372
2019,31975235,1,32011382
2019,31975236,1,32011384
2019,31971412,1,32002770
2019,31981066,1,32007305
2019,31971424,1,32002782
2019,31981077,1,32007318
2019,31971432,1,32011397
2019,33184282,1,33209021
2019,33184280,1,33213280
2019,33182336,1,33209027
2019,33182360,1,33203777
2019,33189158,1,33213334
2019,33189164,1,33209076
2019,33182350,1,33203761
2019,33189154,1,33209069
2019,33184337,1,33203783
2019,31971307,1,32002665
2019,31971314,1,32002673
2019,31971340,1,32002699
2019,31975203,1,32011351
2019,31971358,1,32002718
2019,31971379,1,32002739
2019,31981044,1,32007281
2019,31971393,1,32007293
2019,31971417,1,32002774
2019,31975243,1,32011389
2019,33184241,1,33208990
2019,33184247,1,33213243
2019,33189108,1,33209030
2019,33184301,1,33209050
2019,33189150,1,33203775
2019,33182358,1,33203774
2019,33184326,1,33213329
2019,31971298,1,32002657
2019,31971301,1,32002659
2019,31971302,1,32002660
2019,31980987,1,32007226
2019,31971310,1,32002669
2019,31971313,1,32002672
2019,31971318,1,32002678
2019,31971319,1,32002680
2019,31971320,1,32002681
2019,31971321,1,32007248
2019,31971324,1,32002684
2019,31971330,1,32002688
2019,31971338,1,32002697
2019,31971336,1,32002695
2019,31971337,1,32002696
2019,31981019,1,32007257
2019,31971344,1,32002704
2019,31981024,1,32007261
2019,31981025,1,32007262
2019,31971349,1,32011363
2019,31971350,1,32002711
2019,31971351,1,32002712
2019,31971352,1,32002713
2019,31971357,1,32002719
2019,31971362,1,32002723
2019,31981032,1,32007268
2019,31971365,1,32002726
2019,31971372,1,32002733
2019,31971377,1,32002737
2019,31971381,1,32002741
2019,31981041,1,32007278
2019,31981042,1,32007279
2019,31981039,1,32007276
2019,31981043,1,32007280
2019,31981040,1,32007277
2019,31971384,1,32002745
2019,31971387,1,32002747
2019,31981013,1,32011343
2019,31971335,1,32002693
2019,31975201,1,32002694
2019,31971343,1,32002702
2019,31981021,1,32002703
2019,31975206,1,32011353
2019,31971347,1,32002709
2019,31971374,1,32002735
2019,31971378,1,32002738
2019,31971380,1,32002740
2019,31971429,1,32002785
2019,31971430,1,32002786
2019,33184237,1,33213233
2019,33189077,1,33203725
2019,33182303,1,33203727
2019,33189079,1,33208996
2019,33189085,1,33213256
2019,33184259,1,33213257
2019,33184263,1,33203738
2019,33189101,1,33213278
2019,33184285,1,33209025
2019,33189110,1,33209032
2019,33189113,1,33209034
2019,33182344,1,33213293
2019,33189127,1,33213303
2019,33184306,1,33213310
2019,33184308,1,33203767
2019,33184312,1,33209057
2019,33189147,1,33209064
2019,33182361,1,33203779
2019,33189159,1,33213337
2019,33184333,1,33209075
2019,33182415,1,33203835
2019,33184404,1,33213409
2019,33189211,1,33209122
2019,33184412,1,33209123
2019,33182424,1,33203843
2019,33189214,1,33209125
2019,33182430,1,33209126
2019,33189215,1,33209127
2019,33184417,1,33213424
2019,33182441,1,33209130
2019,33189222,1,33209132
2019,33184423,1,33213429
2019,33189230,1,33209142
2019,33182454,1,33203874
2019,33182453,1,33203873
2019,33184431,1,33213433
2019,33189235,1,33213436
2019,33182456,1,33203879
2019,35966679,1,36095019
2019,35966650,1,36093894
2019,35958033,1,36083208
2019,35958079,1,36083250
2019,35958083,1,36083253
2019,35958085,1,36083255
2019,35966671,1,36095010
2019,35958081,1,36095012
2019,35966675,1,36095015
2019,35966678,1,36095017
2019,35966677,1,36093911
2019,35963577,1,36095018
2019,35966687,1,36095026
2019,35963584,1,36093919
2019,35966694,1,36095033
2019,35958090,1,36083260
2019,35958091,1,36083261
2019,35963596,1,36093932
2019,35963598,1,36093934
2019,35963597,1,36093933
2019,35958093,1,36083263
2019,35958094,1,36093939
2019,35958095,1,36083264
2019,35963603,1,36093940
2019,35958096,1,36083265
2019,35958097,1,36083266
2019,35958098,1,36083267
2019,35963620,1,36093957
2019,35958101,1,36083270
2019,35958102,1,36083271
2019,35958103,1,36083272
2019,35958104,1,36083273
2019,35958105,1,36083274
2019,35958107,1,36083276
2019,35958108,1,36083277
2019,35958109,1,36083278
2019,35958110,1,36083279
2019,35958113,1,36083282
2019,35958112,1,36083281
2019,35958111,1,36083280
2019,35958114,1,36083283
2019,34052588,1,34023060
2019,34049478,1,34034943
2019,34815296,1,35195755
2019,34810962,1,35191176
2019,34059528,1,34034991
2019,34059527,1,34023003
2019,34056541,1,34030680
2019,34052598,1,34023068
2019,34056552,1,34030691
2019,34056558,1,34030697
2019,34052602,1,34023072
2019,34056566,1,34030705
2019,34056567,1,34030706
2019,34056568,1,34030707
2019,34056569,1,34030708
2019,34056570,1,34030709
2019,34056571,1,34030710
2019,34052606,1,34023076
2019,34052607,1,34023077
2019,34056573,1,34030712
2019,34056574,1,34030713
2019,34056576,1,34030715
2019,34056577,1,34030716
2019,34052611,1,34023081
2019,34056578,1,34030717
2019,34056579,1,34030718
2019,34056580,1,34030719
2019,34056581,1,34030720
2019,34056582,1,34030721
2019,34056583,1,34030722
2019,34056584,1,34030723
2019,34056585,1,34030724
2019,34056586,1,34030725
2019,34056588,1,34030727
2019,34056587,1,34030726
2019,34056589,1,34030728
2019,34052544,1,34023011
2019,34056211,1,34030347
2019,34059545,1,34023025
2019,34056220,1,34035009
2019,34056221,1,34030357
2019,34815289,1,35191166
2019,34815292,1,35195752
2019,34815293,1,35195753
2019,34815297,1,35195756
2019,34820431,1,35188938
2019,34810978,1,35188954
2019,34810981,1,35191196
2019,34820457,1,35188962
2019,34820463,1,35188967
2019,34820467,1,35188971
2019,34820468,1,35188972
2019,34820472,1,35188976
2019,34820474,1,35188977
2019,34810994,1,35191211
2019,34811004,1,35191221
2019,34820491,1,35188994
2019,34811007,1,35191224
2019,34811008,1,35191225
2019,34820495,1,35188998
2019,34820500,1,35189003
2019,34811012,1,35191229
2019,34820503,1,35189006
2019,34811014,1,35191231
2019,34820509,1,35189012
2019,34820510,1,35189013
2019,34820512,1,35189015
2019,34820513,1,35189016
2019,34820514,1,35189017
2019,34820515,1,35189018
2019,34820516,1,35189019
2019,34820519,1,35189022
2019,34811020,1,35191237
2019,34820522,1,35189025
2019,34820524,1,35189027
2019,34820526,1,35189029
2019,34820528,1,35189031
2019,34820531,1,35189034
2019,34820532,1,35189035
2019,34820533,1,35189036
2019,34820534,1,35189037
2019,34820536,1,35189039
2019,34820537,1,35189040
2019,34820538,1,35189041
2019,34820541,1,35189044
2019,34820542,1,35189045
2019,34810951,1,35191167
2019,34820424,1,35188933
2019,34820427,1,35188935
2019,34820432,1,35188939
2019,34810969,1,35191185
2019,34820447,1,35188951
2019,34820450,1,35188955
2019,34820456,1,35188961
2019,34052499,1,34022966
2019,34055873,1,34030002
2019,34056208,1,34030343
2019,34810952,1,35195750
2019,34820453,1,35188958
2019,34820460,1,35188964
2019,34820462,1,35188966
2019,34820461,1,35188965
2019,34810986,1,35191202
2019,34810987,1,35191203
2019,34820475,4,35188978
2019,34810996,1,35191213
2019,34820479,1,35188982
2019,34810998,1,35191215
2019,34820482,1,35188985
2019,34820485,1,35188988
2019,34820486,1,35188989
2019,34820492,1,35188995
2019,34820494,1,35188997
2019,34820501,1,35189004
2019,34820502,1,35189005
2019,34820507,1,35189010
2019,34820508,1,35189011
2019,34820418,1,35188924
2019,34815299,1,35195760
2019,34820437,1,35188944
2019,34815307,1,35195768
2019,34810974,1,35191190
2019,34810975,1,35191191
2019,34810976,1,35191192
2019,34820449,1,35188953
2019,34820454,1,35188959
2019,34820455,1,35188960
2019,34059542,1,34030351
2019,34059557,1,34035013
2019,34059558,1,34035014
2019,34059559,1,34035015
2019,34056224,1,34030360
2019,34056227,1,34030363
2019,34056228,1,34030364
2019,34056229,1,34030365
2019,34056230,1,34030366
2019,34056231,1,34030367
2019,34056232,1,34030368
2019,34056233,1,34030369
2019,34056234,1,34030370
2019,34056235,1,34030371
2019,34056236,1,34030372
2019,34056238,1,34030374
2019,34056239,1,34030375
2019,34056240,1,34030376
2019,34056241,1,34030377
2019,34056242,1,34030378
2019,34056243,1,34030379
2019,34056244,1,34030380
2019,34056246,1,34030382
2019,34056247,1,34030383
