"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2019,4,146744801
2019,4,146744809
2019,4,146744817
2019,4,146744822
2019,4,146755950
2019,1,146744830
2019,4,146744833
2019,4,145117396
2019,4,145117414
2019,4,145117413
2019,4,145117443
2019,4,145117454
2019,1,145117459
2019,4,145117463
2019,4,145117462
2019,4,145117467
2019,4,145117470
2019,4,145117492
2019,4,145117496
2019,4,145117497
2019,4,145117498
2019,4,145117502
2019,4,145117516
2019,4,145117520
2019,4,145117526
2019,4,145117530
2019,4,145117533
2019,4,145117558
2019,4,145117566
2019,4,145117568
2019,4,145117569
2019,4,145117575
2019,4,145117577
2019,4,145117579
2019,4,145117580
2019,4,145117581
2019,1,145117583
2019,1,145117582
2019,1,145117584
2019,4,145117587
2019,4,145117588
2019,4,145117590
2019,4,145117589
2019,4,145117595
2019,4,145117594
2019,4,145117600
2019,4,145117599
2019,4,145117605
2019,4,145117606
2019,4,145117613
2019,4,145117614
2019,4,145117615
2019,4,145117617
2019,1,145117626
2019,3,145117629
2019,3,145117628
2019,4,145117631
2019,4,145117632
2019,1,145117633
2019,4,145117634
2019,4,145117635
2019,1,145117636
2019,4,145117637
2019,4,145117638
2019,4,145117639
2019,4,145117640
2019,4,145117641
2019,4,145117642
2019,4,145117643
2019,1,145117645
2019,4,145117647
2019,4,145117648
2019,4,145117649
2019,4,145117652
2019,4,145117653
2019,4,145117654
2019,4,145122412
2019,4,145117657
2019,4,145117662
2019,4,145117663
2019,4,145117664
2019,4,145117667
2019,4,145122424
2019,4,145117668
2019,4,145117669
2019,4,145117670
2019,4,145122431
2019,4,145122432
2019,4,145117671
2019,4,145117672
2019,4,145117673
2019,4,145117674
2019,4,145117675
2019,4,145117676
2019,4,145117677
2019,4,145117678
2019,4,145117680
2019,4,145117679
2019,4,145117681
2019,4,145117682
2019,4,145117683
2019,4,145117684
2019,4,145117685
2019,4,145117686
2019,4,145117687
2019,4,145122442
2019,4,145122441
2019,4,145117688
2019,4,145117689
2019,4,145117690
2019,4,145117691
2019,4,145117692
2019,4,145117694
2019,4,145117693
2019,4,145117695
2019,4,145117696
2019,4,145117697
2019,4,145117698
2019,1,145117699
2019,4,145117701
2019,4,145117702
2019,4,145122459
2019,4,145122460
2019,4,145117704
2019,4,145117703
2019,4,145117706
2019,4,145117705
2019,4,145117707
2019,4,145117708
2019,4,145117709
2019,4,145117710
2019,4,145117711
2019,4,145117712
2019,4,145117713
2019,4,145117714
2019,4,145117715
2019,4,145117716
2019,4,145117717
2019,4,145117718
2019,4,145117719
2019,4,145117720
2019,4,145117721
2019,4,145117722
2019,4,145117723
2019,4,145117724
2019,4,145117725
2019,3,145117726
2019,3,145117727
2019,3,145117728
2019,1,145117728
2019,4,145117729
2019,4,145117730
2019,4,145117731
2019,4,145117732
2019,4,145117734
2019,4,145117733
2019,4,145117735
2019,4,145117736
2019,4,145117737
2019,4,145117738
2019,4,145117739
2019,4,145117740
2019,4,145117741
2019,2,145117742
2019,4,145117744
2019,4,145117743
2019,4,145117745
2019,4,145117746
2019,4,145117747
2019,4,145117748
2019,4,145117749
2019,4,145117750
2019,4,145117751
2019,4,145117752
2019,4,145117753
2019,4,145117755
2019,4,145117754
2019,3,145117757
2019,3,145117756
2019,4,145117758
2019,4,145117759
2019,4,145117760
2019,4,145117761
2019,4,145117763
2019,4,145117762
2019,4,145117765
2019,4,145117764
2019,4,145117766
2019,4,145117767
2019,4,145117768
2019,1,145117770
2019,1,145117769
2019,4,145117771
2019,4,145117772
2019,4,145117773
2019,4,145117774
2019,4,145117775
2019,4,145117776
2019,1,145117777
2019,1,145117778
2019,4,145117781
2019,4,145117782
2019,4,145117783
2019,3,145117784
2019,4,145117785
2019,4,145117786
2019,4,145117787
2019,4,145117788
2019,4,145117789
2019,4,145117790
2019,4,145117791
2019,4,145117792
2019,4,145117793
2019,4,145117795
2019,4,145117796
2019,4,145117797
2019,3,145117798
2019,1,145117799
2019,4,145117800
2019,4,145117801
2019,4,145117804
2019,4,145117806
2019,4,145117805
2019,4,145117808
2019,4,145117807
2019,4,145117809
2019,4,145117810
2019,4,145117811
2019,4,145117812
2019,4,145117813
2019,4,145117814
2019,4,145117816
2019,4,145117815
2019,4,145117817
2019,2,145117818
2019,4,145117819
2019,4,145117820
2019,4,145117821
2019,4,145117823
2019,4,145117822
2019,4,145117824
2019,4,145117826
2019,4,145117825
2019,4,145117827
2019,4,145117828
2019,4,145117829
2019,4,145117830
2019,4,145117831
2019,1,145117832
2019,4,145117833
2019,4,145117834
2019,1,145117835
2019,1,145117836
2019,4,145117837
2019,1,145117838
2019,3,145117839
2019,4,145117840
2019,4,145117841
2019,4,145117842
2019,4,145117844
2019,4,145117843
2019,4,145117845
2019,4,145117846
2019,4,145117847
2019,4,145117848
2019,4,145117849
2019,4,145117850
2019,4,145117851
2019,4,145117852
2019,4,145117853
2019,4,145117854
2019,4,145117855
2019,4,145117856
2019,4,145117857
2019,4,145117858
2019,1,145117859
2019,4,145117860
2019,1,145117861
2019,4,145117862
2019,4,145117863
2019,4,145117864
2019,4,145117865
2019,4,145117866
2019,4,145117867
2019,1,145117868
2019,4,145117869
2019,4,145117870
2019,3,145117871
2019,4,145117872
2019,4,145117875
2019,4,145117876
2019,4,145117877
2019,3,145117879
2019,3,145117878
2019,4,145117880
2019,4,145117881
2019,1,145117882
2019,1,145117883
2019,4,145117884
2019,4,145117885
2019,4,145117886
2019,4,145117887
2019,4,145117888
2019,4,145117889
2019,4,145117890
2019,4,145117891
2019,4,145117892
2019,4,145117893
2019,4,145117894
2019,4,145117895
2019,4,145117896
2019,4,145117897
2019,4,145117898
2019,4,145117900
2019,4,145117899
2019,4,145117901
2019,4,145117902
2019,4,145117903
2019,4,145117904
2019,4,145117905
2019,4,145117906
2019,4,145117907
2019,4,145117908
2019,4,145117909
2019,4,145117910
2019,4,145117911
2019,4,145117912
2019,4,145117913
2019,4,145117914
2019,4,145117915
2019,3,145117916
2019,4,145117917
2019,1,145117919
2019,1,145117918
2019,4,145117920
2019,1,145117922
2019,1,145117921
2019,4,145117923
2019,4,145117924
2019,4,145117925
2019,3,145117926
2019,4,145117927
2019,4,145117928
2019,4,145117929
2019,4,145117930
2019,4,145117931
2019,4,145117932
2019,4,145117933
2019,4,145117934
2019,4,145117935
2019,4,145117936
2019,4,145117937
2019,4,145117938
2019,4,145117939
2019,1,145117940
2019,1,145117941
2019,4,145117942
2019,4,145117943
2019,4,145117945
2019,4,145117944
2019,4,145117946
2019,4,145117947
2019,4,145117948
2019,4,145117949
2019,4,145117950
2019,4,145117952
2019,4,145117951
2019,4,145117953
2019,3,145117954
2019,4,145117955
2019,4,145117956
2019,4,145117958
2019,4,145117957
2019,4,145117959
2019,4,145117960
2019,4,145117961
2019,4,145117962
2019,4,145117963
2019,4,145117965
2019,4,145117964
2019,4,145117966
2019,4,145117967
2019,4,145117968
2019,4,145117969
2019,4,145117970
2019,4,145117971
2019,1,145117974
2019,4,145117975
2019,4,145117976
2019,4,145117977
2019,4,145117978
2019,4,145117979
2019,4,145117980
2019,1,145117981
2019,4,145117982
2019,4,145117983
2019,4,145117984
2019,4,145117985
2019,4,145117986
2019,4,138494846
2019,4,138500498
2019,4,138503291
2019,4,140571775
2019,4,140571776
2019,4,140571777
2019,4,140571778
2019,1,140571780
2019,1,140571779
2019,4,140571781
2019,4,140571782
2019,1,140571783
2019,4,140571784
2019,4,140571785
2019,4,140571787
2019,4,140571790
2019,4,140571791
2019,4,140571793
2019,4,140571792
2019,4,140571794
2019,4,140571795
2019,4,140571796
2019,4,140571797
2019,4,140571798
2019,4,140571799
2019,4,140571800
2019,4,140571801
2019,4,140571802
2019,4,140571803
2019,4,140571804
2019,4,140571806
2019,4,140571807
2019,4,140571811
2019,4,140571813
2019,4,140571814
2019,4,140571816
2019,4,140571815
2019,4,140571817
2019,4,140571818
2019,3,140571820
2019,3,140571819
2019,4,140571821
2019,4,140571822
2019,4,140571824
2019,1,140571827
2019,4,140571831
2019,4,140571830
2019,4,140571834
2019,4,140571835
2019,4,140571837
2019,4,140571839
2019,1,140571841
2019,1,140571842
2019,4,140571844
2019,4,140571845
2019,4,140571846
2019,4,140571847
2019,4,140571848
2019,4,140571849
2019,4,140571850
2019,4,140571851
2019,4,140571854
2019,4,140571855
2019,4,140571856
2019,4,140571857
2019,4,140571859
2019,4,140571860
2019,4,140571861
2019,4,140571862
2019,4,140571865
2019,4,140571866
2019,4,140571868
2019,4,140571867
2019,4,140571869
2019,4,140571871
2019,4,140571873
2019,4,140571874
2019,1,140571876
2019,1,140571875
2019,4,140571880
2019,4,140571882
2019,4,140571884
2019,4,140571885
2019,4,140571887
2019,1,140571888
2019,4,140571893
2019,4,140571895
2019,4,140571899
2019,4,140571898
2019,4,140571900
2019,4,140571902
2019,4,140571904
2019,4,140571906
2019,4,140571908
2019,4,140571909
2019,4,140571912
2019,4,140571913
2019,1,140571914
2019,1,140571916
2019,4,140571917
2019,1,140571918
2019,4,140571919
2019,4,140571920
2019,4,140571921
2019,4,140571922
2019,4,140571924
2019,4,140571923
2019,4,140571925
2019,4,140571926
2019,4,140571927
2019,4,140571928
2019,4,140571929
2019,4,140571930
2019,4,140571931
2019,4,140571932
2019,4,140571934
2019,4,140571935
2019,4,140571936
2019,1,140571937
2019,1,140571938
2019,4,140571942
2019,4,140571941
2019,4,140571943
2019,4,140571944
2019,4,140571945
2019,4,140571946
2019,4,140571947
2019,4,140571949
2019,4,140571950
2019,4,140571951
2019,4,140571952
2019,4,140571953
2019,4,140571957
2019,4,140571954
2019,4,140571955
2019,4,140571956
2019,4,140571958
2019,4,140571959
2019,4,140571960
2019,4,140571961
2019,4,140571962
2019,4,140571963
2019,4,140571966
2019,4,140571971
2019,1,140571972
2019,4,140571973
2019,4,140571974
2019,4,140571975
2019,1,140571977
2019,4,140571979
2019,4,140571980
2019,4,140571981
2019,4,140571982
2019,3,140571984
2019,3,140571983
2019,3,140571985
2019,4,140571986
2019,4,140571987
2019,4,140571988
2019,4,140571989
2019,4,140571990
2019,3,140571991
2019,4,140571994
2019,4,140571996
2019,4,140571998
2019,4,140572001
2019,4,140572002
2019,4,140572004
2019,4,140572006
2019,4,140572005
2019,4,140572007
2019,4,140572009
2019,4,140572012
2019,4,140572011
2019,4,140572013
2019,4,140572014
2019,2,140572015
2019,4,140572016
2019,4,140572018
2019,2,140572019
2019,4,140572020
2019,4,140572021
2019,4,140572023
2019,4,140572022
2019,4,140572024
2019,4,140572025
2019,4,140572026
2019,4,140572027
2019,4,140572028
2019,4,140572030
2019,4,140572029
2019,4,140572032
2019,4,140572031
2019,4,140572033
2019,4,140572034
2019,4,140572035
2019,4,140572039
2019,4,140572038
2019,4,140572037
2019,4,140572040
2019,4,140572041
2019,4,140572042
2019,4,140572043
2019,4,140572044
2019,4,140572045
2019,4,140572046
2019,4,140572047
2019,4,140572048
2019,4,140572049
2019,4,140572050
2019,4,140572051
2019,4,140572053
2019,4,140572052
2019,4,140572054
2019,4,140572055
2019,4,140572056
2019,4,140572057
2019,4,140572058
2019,4,140572059
2019,4,140572060
2019,4,140572061
2019,4,140572062
2019,4,140572067
2019,4,140572068
2019,1,140572073
2019,4,140572074
2019,4,140572075
2019,4,140572078
2019,4,140572077
2019,4,140572079
2019,4,140572080
2019,4,140572082
2019,4,140572083
2019,1,140572085
2019,3,140572086
2019,4,140572087
2019,4,140572088
2019,4,140572090
2019,4,140572089
2019,4,140572091
2019,4,140572092
2019,4,140572093
2019,4,140572094
2019,4,140572095
2019,4,140572096
2019,4,140572098
2019,4,140572101
2019,3,140572102
2019,4,140572103
2019,1,140572107
2019,4,140572110
2019,4,140572109
2019,4,140572111
2019,4,140572112
2019,4,140572114
2019,4,140572120
2019,1,140572126
2019,4,140572127
2019,4,140572129
2019,4,140572130
2019,4,140572132
2019,4,140572134
2019,4,140572135
2019,4,140572137
2019,4,140572138
2019,4,140572139
2019,4,140572141
2019,2,140572143
2019,4,140572145
2019,4,140572147
2019,4,140572146
2019,4,140572149
2019,4,140572151
2019,4,140572153
2019,4,140572154
2019,4,140572155
2019,4,140572156
2019,4,140572157
2019,4,140572158
2019,4,140572160
2019,4,140572162
2019,4,140572163
2019,4,140572164
2019,4,140572165
2019,4,140572167
2019,4,140572168
2019,4,140572169
2019,4,140572170
2019,4,140572171
2019,4,140572172
2019,4,140572173
2019,4,140572174
2019,4,140572175
2019,4,140572176
2019,4,140572177
2019,4,140572178
2019,4,140572183
2019,4,140572184
2019,4,140572186
2019,4,140572187
2019,4,140572188
2019,3,140572189
2019,4,140572191
2019,4,140572192
2019,4,140572193
2019,4,140572194
2019,4,140572195
2019,4,140572196
2019,4,140572197
2019,4,140572200
2019,4,140572198
2019,4,140572199
2019,4,140572201
2019,4,140572202
2019,4,140572203
2019,4,140572204
2019,4,140572205
2019,4,140572207
2019,4,140572206
2019,4,140572208
2019,4,140572210
2019,4,140572209
2019,4,140572211
2019,4,140572212
2019,4,140572214
2019,4,140572213
2019,4,140572215
2019,4,140572216
2019,4,140572217
2019,4,140572218
2019,4,140572219
2019,4,140572221
2019,4,140572220
2019,1,140572222
2019,4,140572223
2019,4,140572224
2019,4,140572225
2019,4,140572226
2019,4,140572227
2019,4,140572228
2019,4,140572229
2019,4,140572230
2019,4,140572231
2019,4,140572232
2019,4,140572234
2019,4,140572235
2019,4,140572236
2019,4,140572239
2019,4,140572243
2019,4,140572244
2019,4,140572246
2019,4,140572245
2019,1,140572247
2019,1,140572250
2019,4,140572251
2019,4,140572254
2019,1,140572255
2019,4,140572260
2019,4,140572259
2019,3,140572258
2019,4,140572261
2019,4,140572262
2019,4,140572263
2019,4,140572264
2019,4,140572265
2019,1,140572266
2019,1,140572267
2019,4,140572268
2019,4,140572269
2019,4,140572271
2019,4,140572273
2019,4,140572274
2019,4,140572275
2019,4,140572277
2019,4,140572276
2019,4,140572278
2019,4,140572280
2019,4,140572279
2019,1,140572281
2019,1,140572282
2019,4,140572283
2019,1,140572284
2019,4,140572285
2019,1,140572286
2019,1,140572287
2019,1,140572291
2019,4,140572290
2019,4,140572292
2019,4,140572293
2019,4,140572294
2019,4,140572295
2019,4,140572296
2019,4,140572297
2019,4,140572298
2019,4,140572299
2019,4,140572301
2019,4,140572302
2019,4,140572303
2019,4,140572304
2019,4,140572305
2019,4,140572306
2019,4,140572307
2019,4,140572308
2019,4,140572309
2019,4,140572310
2019,3,140572311
2019,3,140572312
2019,4,140572314
2019,4,140572313
2019,4,140572316
2019,4,140572317
2019,4,140572318
2019,4,140572319
2019,1,140572320
2019,4,140572321
2019,4,140572322
2019,4,140572323
2019,4,140572324
2019,4,140572326
2019,4,140572325
2019,4,140572327
2019,4,140572328
2019,4,140572329
2019,4,140572330
2019,4,140572331
2019,1,140572332
2019,4,140572333
2019,4,140572334
2019,4,140572335
2019,4,140572336
2019,4,140572337
2019,4,140572338
2019,4,140572339
2019,4,140572340
2019,4,140572341
2019,4,140572342
2019,4,140572343
2019,4,140572344
2019,4,140572346
2019,4,140572345
2019,4,140572347
2019,4,140572348
2019,4,140572349
2019,4,140572350
2019,4,140565404
2019,4,136132019
2019,1,136132028
2019,4,136132040
2019,4,136132050
2019,4,136132049
2019,4,136125405
2019,4,136130692
2019,4,136132073
2019,4,136132077
2019,1,136130726
2019,1,136130727
2019,4,136125454
2019,4,136130761
2019,4,136130772
2019,4,136130784
2019,4,136130820
2019,1,136130843
2019,4,136130849
2019,4,136125568
2019,4,136130870
2019,4,136125587
2019,1,136130877
2019,4,136130905
2019,4,136130938
2019,4,136125660
2019,4,136132338
2019,4,136132339
2019,4,136132370
2019,4,131748349
2019,4,131748373
2019,4,131756934
2019,4,131756948
2019,4,131756956
2019,4,131756987
2019,4,131757045
2019,4,131757050
2019,4,131748601
2019,3,131752426
2019,3,131748607
2019,1,131748607
2019,4,131748610
2019,4,131748619
2019,1,131752437
2019,4,131748631
2019,4,131757157
2019,4,131757169
2019,4,131757168
2019,4,131748681
2019,4,131757175
2019,4,131748722
2019,4,131757211
2019,4,131757213
2019,4,131748753
2019,4,131757230
2019,4,131757229
2019,1,131757246
2019,1,138485433
2019,1,138485434
2019,1,138485435
2019,4,138500341
2019,4,138494658
2019,4,138494835
2019,4,138494836
2019,4,138494845
2019,4,131757258
2019,4,131757267
2019,4,131757275
2019,4,140561113
2019,4,140561112
2019,4,140561116
2019,4,140561142
2019,4,140568519
2019,4,140568518
2019,4,138485411
2019,2,138485443
2019,2,138485481
2019,4,138500356
2019,4,138500355
2019,4,138500357
2019,1,138485498
2019,4,138494773
2019,4,138501928
2019,4,138501927
2019,3,136132003
2019,4,136130663
2019,1,136132031
2019,4,136125409
2019,4,136132061
2019,4,136132086
2019,4,136132085
2019,4,136132100
2019,4,136125462
2019,4,136125460
2019,4,136125480
2019,4,136125487
2019,4,136132159
2019,1,136130803
2019,4,136132204
2019,4,136125549
2019,4,136132215
2019,4,136130844
2019,4,136132246
2019,4,136125586
2019,4,136125585
2019,4,136132267
2019,4,136132285
2019,4,136130890
2019,4,136132311
2019,4,136132320
2019,4,136130973
2019,4,136125674
2019,4,138500445
2019,4,138500444
2019,4,138501942
2019,4,138501944
2019,4,138500462
2019,4,138500461
2019,4,138500464
2019,4,138501946
2019,4,138501945
2019,4,138501947
2019,1,138501952
2019,4,138501954
2019,4,138501955
2019,4,138501956
2019,4,138494817
2019,4,138501957
2019,1,138501958
2019,4,138501959
2019,4,138501960
2019,4,138501961
2019,4,138501962
2019,4,138501963
2019,4,138501964
2019,4,138501965
2019,4,138501967
2019,4,138501968
2019,4,138501969
2019,4,138501970
2019,4,138501971
2019,4,138501972
2019,4,138501973
2019,4,138501975
2019,4,138501974
2019,4,138501977
2019,4,138501976
2019,4,138501978
2019,4,138501979
2019,1,138501981
2019,3,138501983
2019,1,138501983
2019,4,138501984
2019,4,138501985
2019,4,138501986
2019,4,138501987
2019,4,138501988
2019,4,138501989
2019,4,138501990
