"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2019,6,138501262
2019,9,138501270
2019,9,138501271
2019,6,138501282
2019,9,138501291
2019,6,138501294
2019,9,138501297
2019,6,138501298
2019,6,138501302
2019,3,138501324
2019,6,138501324
2019,9,138501325
2019,9,138501328
2019,6,138501359
2019,6,138501367
2019,6,138501368
2019,6,138501375
2019,6,138501377
2019,9,138501379
2019,9,138501403
2019,9,138501412
2019,6,138501419
2019,9,138501423
2019,9,138501424
2019,9,138501427
2019,6,138501435
2019,8,138501439
2019,9,138501442
2019,9,138501456
2019,6,138501457
2019,6,138501463
2019,6,138501471
2019,6,138501470
2019,6,138501476
2019,9,138501494
2019,9,138501498
2019,6,138501529
2019,6,138501530
2019,8,138501535
2019,6,138501541
2019,6,138501543
2019,6,138501546
2019,6,138501547
2019,6,138501553
2019,9,138501555
2019,9,138501568
2019,6,138501573
2019,6,138501585
2019,9,138501599
2019,3,138501619
2019,9,138501625
2019,3,138501626
2019,8,138501633
2019,6,138501643
2019,6,138501655
2019,8,138501679
2019,6,138501681
2019,9,138501685
2019,9,138501701
2019,9,138501704
2019,6,138501709
2019,6,138501710
2019,6,138501714
2019,9,138501726
2019,6,138501732
2019,9,138501737
2019,6,138501746
2019,6,138501745
2019,1,138501750
2019,8,138501756
2019,6,138501763
2019,6,138501764
2019,6,138501790
2019,6,138501794
2019,6,138501793
2019,8,138501850
2019,9,138501861
2019,6,138500336
2019,6,138485448
2019,9,138500322
2019,9,138485465
2019,1,138503282
2019,3,138494853
2019,9,138503292
2019,6,138503303
2019,9,138503314
2019,6,138503315
2019,9,138503326
2019,9,138503334
2019,6,138503336
2019,7,138503337
2019,5,138503337
2019,6,138503337
2019,6,138503345
2019,9,138503344
2019,6,138503349
2019,8,142129423
2019,9,142129421
2019,9,142129523
2019,6,142129524
2019,6,142129557
2019,6,142129586
2019,9,142129603
2019,3,142129614
2019,1,142129613
2019,6,142129616
2019,6,142129672
2019,6,142129671
2019,6,142129670
2019,9,142129696
2019,6,142129703
2019,3,142129705
2019,1,142129715
2019,9,142129718
2019,9,142129764
2019,6,142129775
2019,6,142129795
2019,6,142129796
2019,6,142129798
2019,6,142129799
2019,3,142129807
2019,3,142129809
2019,6,142129831
2019,6,142129830
2019,6,142129835
2019,9,142129843
2019,3,142129846
2019,6,142129847
2019,9,142129861
2019,6,142129862
2019,9,142129865
2019,9,142129870
2019,6,142129893
2019,6,142129906
2019,6,142129928
2019,9,142129936
2019,6,142129967
2019,1,142129966
2019,6,142129974
2019,9,142129976
2019,9,142130000
2019,1,142130004
2019,9,142130011
2019,9,142130043
2019,9,142130049
2019,6,142130069
2019,9,142130071
2019,7,142130088
2019,6,142130109
2019,3,142130113
2019,6,142130137
2019,9,142130138
2019,3,142130146
2019,9,142130149
2019,9,142130151
2019,6,142130154
2019,9,142130155
2019,6,142130163
2019,6,142130162
2019,9,142130169
2019,6,142130170
2019,9,142130171
2019,6,142130173
2019,9,142130188
2019,6,142130190
2019,8,142130198
2019,6,142130203
2019,6,142130204
2019,6,142130208
2019,6,142130218
2019,6,142130237
2019,9,142130250
2019,6,142130269
2019,1,142130274
2019,8,142130283
2019,2,142130286
2019,1,142130288
2019,9,142130290
2019,6,142130299
2019,9,142130308
2019,9,142130306
2019,8,142130319
2019,3,142130340
2019,6,142130348
2019,9,142130352
2019,6,142130357
2019,9,142130360
2019,9,142130361
2019,6,142130362
2019,9,142130375
2019,6,142130377
2019,6,142130385
2019,6,142130395
2019,6,142130397
2019,6,142130401
2019,9,142130403
2019,7,142130420
2019,6,142130420
2019,7,142130419
2019,8,142130419
2019,6,142130419
2019,6,142130421
2019,6,142130435
2019,6,142130442
2019,6,142130446
2019,6,142130448
2019,9,142130449
2019,6,142130454
2019,8,142130476
2019,9,142130479
2019,9,142130493
2019,6,142130502
2019,6,142130512
2019,8,142130514
2019,9,142130518
2019,9,142130530
2019,6,142130533
2019,6,142130536
2019,6,142130550
2019,6,142130556
2019,9,142130566
2019,6,142130569
2019,9,142130574
2019,3,142130580
2019,6,142130591
2019,9,142130594
2019,2,142130597
2019,6,142130597
2019,6,142130619
2019,3,142130624
2019,2,142130639
2019,6,142130650
2019,6,142130665
2019,6,142130666
2019,9,142130681
2019,6,142130682
2019,9,142130686
2019,3,142130693
2019,9,142130695
2019,6,142130698
2019,6,142130701
2019,6,142130712
2019,2,142130715
2019,9,142130725
2019,6,142130728
2019,6,142130727
2019,6,142130729
2019,9,142130738
2019,6,142130741
2019,6,142130749
2019,6,142130751
2019,9,142130757
2019,6,142130759
2019,9,142130766
2019,9,142130771
2019,1,142130773
2019,9,142130793
2019,9,142130801
2019,6,142130802
2019,9,142130808
2019,3,142130824
2019,6,142130824
2019,6,142130825
2019,5,142130830
2019,9,142130834
2019,6,142130836
2019,8,142130840
2019,8,142130842
2019,6,142130892
2019,9,142130893
2019,6,142130900
2019,6,142130908
2019,6,142130915
2019,9,142130919
2019,9,142130930
2019,3,142130933
2019,3,142130940
2019,3,142130941
2019,9,142130943
2019,9,142130955
2019,6,142130965
2019,9,142130970
2019,6,142130971
2019,6,142130973
2019,9,142130986
2019,6,142130988
2019,9,142130990
2019,6,142130994
2019,9,142131000
2019,9,142131004
2019,6,142131045
2019,8,142131046
2019,9,142131053
2019,6,142131057
2019,9,142131082
2019,9,142131084
2019,9,142131087
2019,6,142131105
2019,9,142131128
2019,9,142131127
2019,1,142131141
2019,1,142131142
2019,7,142129472
2019,8,142129475
2019,6,142129430
2019,9,142129453
2019,6,142129487
2019,6,142129488
2019,8,142129506
2019,6,142129605
2019,3,142129618
2019,6,142129669
2019,6,142129699
2019,6,142129710
2019,6,142129706
2019,6,142129731
2019,6,142129730
2019,9,142129757
2019,9,142129762
2019,6,142129773
2019,6,142129772
2019,9,142129781
2019,7,142129793
2019,6,142129797
2019,8,142129815
2019,6,142129815
2019,9,142129841
2019,3,142129872
2019,9,142129892
2019,6,142129914
2019,6,142129929
2019,6,142129934
2019,3,142129953
2019,6,142129970
2019,6,142129981
2019,9,142129988
2019,9,142129986
2019,9,142129991
2019,6,142129993
2019,6,142130012
2019,9,142130035
2019,6,142130046
2019,1,142131034
2019,6,142131041
2019,6,142131043
2019,9,142131048
2019,6,142136187
2019,2,142136188
2019,6,142136192
2019,2,142136199
2019,3,142129345
2019,3,142129344
2019,9,142129499
2019,6,142129518
2019,6,142129525
2019,6,142129526
2019,6,142129602
2019,6,142129624
2019,6,142129638
2019,9,142129644
2019,9,142129647
2019,6,142129654
2019,6,142129675
2019,9,142129685
2019,6,142129724
2019,6,142129735
2019,9,142129748
2019,6,142129785
2019,6,142129824
2019,6,142129901
2019,9,142129393
2019,9,142129415
2019,6,142129418
2019,6,142129552
2019,6,142129568
2019,6,142129567
2019,9,142129595
2019,6,142129615
2019,6,142129633
2019,9,142129656
2019,6,142129681
2019,6,142129694
2019,6,142129709
2019,6,142129776
2019,6,142129774
2019,6,142129816
2019,4,142129817
2019,9,142129425
2019,6,142129434
2019,6,142129451
2019,6,142129459
2019,6,142129550
2019,6,142129559
2019,6,142129599
2019,6,142129598
2019,6,142129597
2019,6,142129617
2019,6,142129650
2019,6,142129419
2019,9,142129417
2019,8,142129435
2019,6,142129455
2019,6,142129456
2019,6,142129454
2019,6,142129520
2019,6,142129522
2019,6,142129549
2019,6,140572037
2019,9,140572040
2019,9,140572045
2019,6,140572055
2019,6,140572056
2019,9,140572073
2019,6,140572086
2019,9,140572098
2019,9,140572107
2019,9,140572178
2019,9,140572183
2019,9,140572186
2019,6,140572188
2019,6,140572189
2019,2,140572199
2019,9,140572203
2019,9,140572222
2019,6,140572231
2019,6,140572239
2019,9,140572243
2019,9,140572264
2019,9,140572278
2019,9,140572282
2019,9,140572296
2019,1,140572305
2019,9,140572310
2019,6,140572311
2019,6,140572312
2019,8,140572317
2019,6,140572318
2019,9,140572329
2019,6,140572332
2019,9,140572341
2019,9,140572343
2019,2,140572349
2019,9,140572354
2019,6,140572368
2019,8,140572369
2019,4,140572372
2019,9,140572373
2019,9,140572376
2019,9,140572384
2019,9,140572398
2019,9,140572432
2019,6,140572465
2019,9,140572472
2019,9,140572487
2019,9,140572488
2019,6,140572489
2019,6,140572522
2019,9,140572525
2019,6,140572537
2019,6,140572541
2019,5,140572547
2019,6,140572547
2019,2,140572568
2019,6,140572590
2019,9,140572595
2019,6,140572619
2019,9,140572627
2019,6,140572651
2019,6,140572652
2019,6,140572661
2019,6,140572670
2019,6,140572669
2019,6,140572671
2019,6,140572673
2019,9,140572693
2019,6,140572745
2019,6,140572758
2019,9,140572759
2019,2,140572814
2019,9,140572815
2019,9,140572823
2019,6,140572831
2019,6,140572832
2019,6,140572849
2019,9,140572855
2019,6,140572880
2019,6,140572883
2019,6,140572888
2019,9,140572891
2019,9,140572903
2019,9,140572904
2019,6,140572907
2019,6,140572947
2019,9,140572957
2019,9,140572967
2019,8,140572985
2019,1,140573015
2019,6,136125059
2019,6,136131539
2019,9,136125069
2019,6,145126214
2019,6,145117278
2019,6,145122303
2019,6,146747373
2019,9,146744768
2019,9,146747425
2019,1,146747343
2019,9,146747353
2019,9,146747354
2019,6,146744694
2019,9,146744707
2019,1,146744713
2019,3,146747378
2019,6,146747378
2019,6,146747388
2019,6,146747406
2019,3,146747415
2019,3,146747423
2019,6,146744669
2019,6,146744670
2019,9,146744714
2019,9,146744749
2019,3,146744738
2019,9,146744742
2019,6,146744745
2019,6,131748436
2019,6,131757009
2019,6,131757010
2019,8,131748661
2019,9,131748712
2019,6,131757199
2019,9,131757202
2019,9,131757247
2019,3,143125923
2019,1,143125923
2019,6,143125923
2019,9,143135545
2019,6,143135557
2019,8,143125943
2019,6,143125948
2019,6,143125962
2019,9,143125973
2019,6,143125979
2019,9,143135678
2019,6,143125992
2019,8,143125995
2019,6,143125995
2019,6,143126010
2019,6,143126017
2019,1,143126020
2019,9,131748357
2019,6,131748403
2019,6,131748409
2019,9,131748471
2019,6,131748475
2019,9,131748482
2019,6,131752386
2019,9,131757071
2019,6,131748577
2019,9,131748602
2019,6,131748603
2019,9,131748675
2019,6,131748691
2019,9,131748772
2019,2,131748792
2019,9,138494795
2019,6,138494800
2019,9,138494781
2019,9,138494602
2019,4,138494722
2019,3,138494858
2019,6,138494794
2019,6,138494801
2019,9,138485397
2019,9,138503255
2019,6,138485493
2019,1,138500320
2019,1,138500319
2019,6,138500318
2019,3,138485550
2019,8,138485564
2019,9,138500413
2019,9,138500414
2019,6,138494739
2019,6,138494746
2019,6,138494745
2019,6,138494785
2019,9,138494859
2019,6,138494861
2019,9,138494862
2019,6,138503302
2019,6,138494867
2019,6,138494868
2019,9,138494870
2019,5,138494876
2019,6,138494876
2019,9,138494885
2019,9,138503330
2019,7,138494892
2019,5,138494892
2019,6,138494892
2019,6,138494896
2019,9,138494905
2019,6,138494913
2019,6,138494916
2019,9,138494919
2019,9,138494922
2019,9,138494935
2019,6,138494952
2019,9,138494953
2019,6,138494962
2019,6,138494971
2019,9,138494978
2019,6,138494985
2019,9,138494989
2019,9,138495005
2019,10,138495006
2019,6,138495022
2019,9,138495026
2019,9,138495028
2019,6,138495031
2019,9,138495032
2019,6,138495040
2019,9,138495055
2019,6,138495057
2019,9,138495084
2019,9,138495095
2019,9,138495106
2019,9,138495119
2019,6,138495122
2019,6,138495135
2019,6,138495153
2019,8,138495155
2019,6,138495155
2019,6,138495161
2019,6,138495191
2019,9,138495193
2019,6,138495203
2019,6,138495204
2019,2,138495208
2019,6,138495209
2019,9,138495214
2019,6,138495215
2019,6,138495217
2019,6,138495216
2019,9,138495239
2019,6,138495244
2019,9,138495251
2019,6,138495288
2019,9,138495331
2019,6,138495343
2019,6,138495375
2019,9,138495382
2019,5,138495385
2019,9,138495388
2019,6,138495387
2019,6,138495393
2019,9,138495397
2019,6,138495401
2019,9,138495406
2019,9,138495411
2019,9,138495416
2019,8,138495419
2019,6,138495422
2019,3,138495444
2019,6,138495444
2019,9,138495447
2019,6,138495455
2019,9,138495459
2019,8,138495467
2019,9,138495478
2019,8,138495482
2019,6,138495498
2019,6,138495507
2019,3,138495506
2019,3,138495512
2019,6,138495513
2019,9,138495515
2019,9,138495525
2019,2,138495565
2019,9,138495575
2019,11,138495577
2019,6,138495578
2019,6,138495586
2019,9,138495593
2019,9,138495612
2019,9,138495626
2019,9,138495629
2019,9,138495630
2019,9,138495660
2019,9,138495672
2019,6,138495677
2019,6,138495696
2019,9,138495699
2019,9,138495732
2019,9,138495737
2019,9,138495741
2019,9,138495743
2019,9,138495747
2019,9,138495754
2019,9,138495762
2019,9,138495769
2019,2,138495796
2019,9,138495810
2019,6,138495859
2019,6,138495858
2019,8,138495860
2019,9,138495861
2019,9,138495869
2019,8,138495884
2019,2,138495885
2019,6,138495896
2019,6,138495897
2019,6,138495901
2019,9,138495904
2019,6,138495907
2019,8,138495914
2019,6,138495916
2019,6,138495930
2019,9,138495932
2019,9,138495939
2019,9,138495940
2019,6,138495942
2019,9,138495943
2019,6,138495949
2019,8,138495950
2019,6,138495952
2019,6,138495953
2019,6,138495977
2019,9,138495983
2019,6,138495989
2019,8,138495995
2019,9,138496003
2019,6,138496004
2019,6,138496015
2019,9,138496023
2019,6,138496025
2019,9,138496028
2019,6,138496029
2019,9,138496037
2019,6,138496040
2019,8,138496072
2019,8,138496087
2019,4,138496092
2019,3,138496104
2019,6,138496104
2019,1,138496115
2019,9,138496121
2019,9,142129296
2019,8,142129309
2019,6,142129312
2019,6,142129353
2019,6,142129369
2019,6,142129366
2019,5,142129391
2019,9,138500473
2019,6,138485505
2019,9,138500385
2019,6,138500411
2019,6,138500442
2019,6,138494658
2019,9,143136553
2019,9,143135845
2019,10,143136554
2019,6,143136555
2019,6,143136558
2019,6,143136560
2019,9,143136561
2019,9,143136565
2019,6,143136567
2019,9,143136579
2019,9,143136582
2019,8,143136583
2019,9,143136590
2019,9,143136592
2019,9,143136596
2019,9,143136616
2019,9,143136623
2019,9,143136626
2019,2,143136637
2019,10,143136649
2019,9,143136653
2019,9,143136655
2019,9,143136665
2019,8,143136679
2019,9,143136688
2019,2,143136691
2019,3,143136703
2019,1,143136703
2019,9,143136709
2019,6,143136722
2019,6,143136728
2019,9,143136762
2019,6,143136763
2019,9,143136764
2019,9,143136767
2019,6,143136772
2019,6,143136773
2019,9,143136778
2019,8,143136786
2019,2,143136792
2019,6,143136802
2019,6,143136805
2019,9,143136807
2019,6,143136826
2019,6,143136828
2019,9,143136831
2019,6,143136832
2019,9,143136845
2019,9,143136846
2019,6,143136852
2019,9,143136853
2019,9,143136863
2019,9,143136874
2019,9,143136875
2019,8,143136880
2019,9,143136882
2019,2,143136891
2019,6,143136906
2019,3,143136914
2019,6,143136918
2019,9,143136925
2019,9,143136933
2019,7,143136937
2019,6,143136965
2019,9,143136974
2019,6,143136977
2019,6,143136978
2019,6,143136997
2019,6,143137000
2019,6,143137006
2019,6,143137012
2019,9,143137030
2019,9,143137041
2019,6,143137057
2019,6,143137086
2019,6,143137090
2019,9,143137126
2019,9,143137133
2019,6,143137138
2019,9,143137149
2019,6,143137151
2019,6,143137153
2019,6,143137169
2019,9,143137168
2019,6,143137172
2019,5,143137195
2019,6,143137208
2019,6,143137207
2019,6,143137206
2019,9,143137211
2019,6,143137225
2019,6,143137228
2019,9,143137234
2019,6,143137235
2019,1,143137242
2019,9,143137246
2019,9,143137247
2019,9,143137254
2019,6,143137256
2019,9,143137265
2019,6,143137269
2019,6,143137279
2019,6,143137282
2019,9,143137287
2019,8,143137305
2019,6,143137305
2019,6,143137316
2019,9,143137338
2019,5,143137341
2019,9,143137343
2019,6,143137344
2019,1,143137350
2019,6,143137357
2019,6,143137358
2019,8,143137359
2019,9,143137361
2019,6,143137367
2019,6,143137389
2019,9,143137394
2019,6,143137396
2019,9,143137401
2019,9,143137418
2019,9,143137426
2019,9,143137436
2019,9,143137448
2019,9,143137449
2019,6,143137458
2019,6,143137465
2019,6,143137467
2019,6,143137482
2019,6,143137501
2019,8,143137525
2019,9,143137544
2019,9,143137545
2019,2,143137548
2019,6,143136513
2019,6,143125874
2019,9,143135528
2019,8,143136497
2019,6,143136515
2019,3,143136523
2019,9,143136529
2019,1,143136536
2019,6,143136517
2019,1,143136539
2019,6,145122326
2019,9,145117334
2019,6,145122354
2019,9,145122362
2019,6,145122370
2019,6,145117619
2019,9,145122391
2019,6,145122395
2019,6,145122396
2019,9,145122398
2019,6,145122399
2019,6,145122400
2019,6,145122402
2019,6,145122403
2019,9,145122418
2019,6,145122420
2019,9,145122454
2019,9,146747361
2019,6,146744712
2019,6,146744744
2019,1,146744789
2019,9,146744813
2019,6,146744908
2019,6,146744909
2019,6,146744986
2019,9,146744992
2019,9,146745009
2019,6,146745010
2019,9,146745015
2019,6,146745026
2019,9,146745030
2019,6,146745034
2019,9,146745035
2019,9,146745037
2019,9,146745048
2019,8,146745059
2019,6,146745062
2019,9,146745064
2019,6,146745076
2019,9,146745085
2019,6,146745088
2019,9,146745094
2019,9,146745095
2019,6,146745098
2019,9,146745102
2019,9,146745113
2019,3,146745115
2019,8,146745119
2019,9,146745120
2019,3,146745121
2019,6,146745128
2019,6,146745127
2019,9,146745129
2019,6,146745133
2019,6,146745135
2019,6,146745137
2019,9,146745148
2019,9,146745151
2019,9,146745152
2019,6,146745153
2019,6,146745154
2019,9,146745157
2019,6,146745162
2019,6,146745172
2019,6,146745173
2019,8,146745180
2019,9,146745183
2019,9,146745185
2019,6,146745191
2019,6,146745192
2019,9,146745194
2019,9,146745197
2019,6,146745201
2019,6,146745208
2019,3,146745214
2019,3,146745215
2019,3,146745218
2019,6,146745218
2019,5,146745222
2019,9,146745223
2019,6,146745225
2019,6,146745224
2019,6,146745234
2019,6,146745237
2019,6,146745239
2019,9,146745242
2019,6,146745243
2019,8,146745251
2019,6,146745257
2019,9,146745265
2019,6,146745277
2019,9,146745285
2019,6,146745286
2019,2,146745295
2019,9,146745296
2019,1,146745311
2019,6,146745313
2019,9,146745325
2019,6,146745328
2019,9,146745339
2019,9,146745343
2019,9,146745346
2019,9,146745349
2019,6,146745373
2019,9,146745378
2019,6,146745385
2019,9,146745391
2019,8,146745405
2019,6,146745408
2019,6,146745411
2019,6,146745410
2019,6,146745414
2019,6,146745415
2019,1,146745423
2019,9,146745425
2019,9,146745427
2019,6,146745440
2019,2,146745449
2019,8,146745488
2019,8,146745490
2019,8,146745492
2019,8,146745494
2019,8,146745496
2019,8,146745498
2019,8,146745500
2019,8,146745502
2019,8,146745510
2019,6,146745515
2019,1,146745520
2019,8,146745522
2019,9,146745523
2019,6,146744724
2019,3,146744740
2019,9,146747408
2019,9,146755943
2019,3,146744796
2019,6,146744797
2019,6,146744835
2019,9,146755957
2019,9,146744844
2019,6,146744847
2019,9,146744875
2019,6,146755977
2019,9,146744889
2019,6,146744893
2019,6,146744904
2019,9,146744922
2019,9,146744925
2019,6,146744926
2019,9,146744691
2019,1,146744753
2019,6,146744765
2019,6,146744788
2019,6,146744664
2019,8,146744690
2019,9,146747374
