"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2019,21,142129786
2019,21,142129800
2019,21,142129801
2019,21,142129816
2019,21,142129817
2019,21,142129833
2019,21,142129318
2019,21,142129345
2019,21,142129344
2019,21,142129458
2019,21,142129499
2019,21,142129518
2019,21,142129525
2019,21,142129526
2019,21,142129533
2019,21,142129534
2019,21,142129540
2019,21,142129547
2019,21,142129546
2019,21,142129565
2019,21,142129571
2019,21,142129572
2019,21,142129594
2019,21,142129600
2019,21,142129602
2019,21,142129604
2019,21,142129624
2019,21,142129626
2019,21,142129631
2019,21,142129638
2019,21,142129639
2019,21,142129644
2019,21,142129645
2019,21,142129647
2019,21,142129651
2019,21,142129652
2019,21,142129654
2019,21,142129675
2019,21,142129685
2019,21,142129724
2019,21,142129723
2019,21,142129728
2019,21,142129736
2019,21,142129735
2019,21,142129739
2019,21,142129740
2019,21,142129743
2019,21,142129748
2019,21,142129753
2019,21,142129759
2019,21,142129783
2019,21,142129784
2019,21,142129785
2019,21,142129787
2019,21,142129794
2019,21,142129803
2019,21,142129810
2019,21,142129822
2019,21,142129825
2019,21,142129824
2019,2,142129826
2019,21,142129828
2019,21,142129836
2019,21,142129837
2019,21,142129838
2019,21,142129844
2019,21,142129849
2019,21,142129860
2019,21,142129867
2019,21,142129869
2019,21,142129875
2019,21,142129874
2019,21,142129876
2019,21,142129878
2019,21,142129880
2019,21,142129887
2019,21,142129891
2019,21,142129897
2019,21,142129901
2019,21,142129900
2019,21,142131167
2019,21,142131168
2019,21,142131169
2019,21,142131170
2019,21,142131171
2019,21,142131172
2019,21,142131173
2019,22,142136175
2019,21,142136176
2019,21,142136177
2019,21,142136179
2019,21,142136178
2019,21,142136180
2019,21,142136181
2019,21,142136183
2019,21,142136182
2019,21,142136184
2019,21,142136185
2019,21,142136187
2019,21,142136188
2019,21,142136189
2019,21,142136192
2019,21,142136193
2019,21,142136194
2019,21,142136195
2019,21,142136196
2019,21,142136197
2019,22,142136198
2019,21,142136199
2019,21,142136200
2019,21,142136201
2019,21,142136202
2019,21,142136203
2019,21,142136205
2019,21,142136206
2019,21,142136207
2019,21,142136208
2019,21,142129338
2019,21,142129337
2019,21,146745503
2019,21,146745504
2019,21,146745505
2019,21,146745508
2019,21,146745507
2019,22,146745509
2019,21,146745510
2019,21,146745511
2019,21,146745512
2019,21,146745513
2019,21,146745514
2019,21,146745515
2019,21,146745516
2019,22,146745517
2019,21,146745518
2019,21,146745519
2019,21,146745520
2019,21,146745521
2019,21,146745522
2019,21,146745523
2019,21,146745524
2019,21,146745525
2019,21,146745526
2019,21,146745527
2019,21,146745528
2019,21,146745529
2019,21,146745530
2019,21,146745531
2019,21,146745532
2019,21,146745533
2019,21,146745534
2019,21,146745535
2019,21,146745536
2019,21,146745537
2019,21,146745538
2019,21,146745539
2019,21,146745540
2019,21,146745197
2019,21,146745198
2019,21,146745199
2019,21,146745200
2019,21,146745201
2019,21,146745202
2019,21,146745204
2019,21,146745203
2019,21,146745205
2019,21,146745206
2019,21,146745207
2019,21,146745208
2019,21,146745209
2019,21,146745210
2019,21,146745212
2019,21,146745213
2019,21,146745214
2019,21,146745215
2019,21,146745216
2019,21,146745217
2019,21,146745219
2019,21,146745218
2019,21,146745220
2019,21,146745221
2019,21,146745222
2019,21,146745223
2019,21,146745225
2019,21,146745224
2019,21,146745226
2019,21,146745228
2019,21,146745227
2019,21,146745229
2019,21,146745230
2019,21,146745231
2019,21,146745232
2019,21,146745233
2019,21,146745234
2019,21,146745235
2019,21,146745236
2019,21,146745237
2019,21,146745239
2019,21,146745240
2019,21,146745241
2019,21,146745242
2019,21,146745243
2019,21,146745244
2019,21,146745245
2019,21,146745246
2019,21,146745247
2019,21,146745248
2019,21,146745249
2019,21,146756191
2019,21,146745250
2019,21,146745252
2019,21,146745251
2019,21,146745253
2019,21,146745254
2019,21,146745255
2019,21,146745256
2019,21,146745257
2019,21,146756192
2019,21,146745258
2019,21,146745259
2019,21,146745260
2019,21,146745261
2019,21,146756199
2019,21,146745262
2019,21,146745263
2019,21,146745264
2019,21,146745266
2019,21,146745265
2019,21,146745267
2019,21,146745268
2019,21,146745269
2019,21,146745270
2019,21,146745272
2019,21,146745271
2019,21,146745275
2019,21,146745274
2019,21,146745276
2019,21,146745277
2019,21,146745279
2019,21,146745280
2019,21,146745281
2019,21,146745282
2019,21,146745283
2019,21,146745284
2019,21,146745285
2019,21,146745286
2019,21,146745288
2019,21,146745287
2019,21,146745289
2019,21,146745290
2019,21,146745291
2019,21,146745292
2019,21,146745293
2019,21,146745294
2019,21,146745295
2019,21,146745296
2019,21,146745297
2019,21,146745298
2019,21,146745299
2019,21,146745300
2019,21,146745301
2019,21,146745302
2019,21,146745303
2019,21,146745304
2019,21,146745305
2019,21,146745306
2019,21,142129425
2019,21,142129434
2019,21,142129451
2019,21,142129459
2019,21,142129495
2019,21,142129501
2019,21,142129516
2019,21,142129519
2019,21,142129530
2019,21,142129536
2019,21,142129535
2019,21,142129538
2019,21,142129550
2019,21,142129551
2019,21,142129559
2019,21,142129579
2019,21,142129580
2019,21,142129588
2019,21,142129599
2019,21,142129598
2019,21,142129597
2019,21,142129612
2019,21,142129617
2019,21,142129620
2019,21,142129621
2019,21,142129643
2019,21,142129646
2019,21,142129650
2019,21,142129353
2019,21,146745385
2019,21,146745386
2019,21,146745387
2019,21,146745388
2019,21,146745389
2019,21,146745390
2019,21,146745391
2019,21,146745392
2019,21,146745393
2019,21,146745394
2019,21,146745395
2019,21,146745396
2019,21,146745397
2019,21,146745398
2019,21,146745399
2019,21,146745400
2019,21,146745402
2019,21,146745403
2019,21,146745404
2019,21,146745405
2019,21,146745406
2019,21,146745407
2019,21,146745408
2019,21,146745409
2019,21,146745411
2019,21,146745410
2019,21,146745412
2019,21,146745413
2019,21,146745414
2019,21,146745415
2019,21,146745416
2019,21,146745417
2019,21,146745418
2019,21,146745419
2019,21,146745420
2019,21,146745421
2019,21,146745422
2019,21,146745423
2019,21,146745424
2019,21,146745425
2019,22,146745426
2019,21,146745427
2019,21,146745428
2019,22,146745429
2019,21,146745430
2019,21,146745431
2019,21,146745432
2019,21,146745433
2019,21,146745434
2019,21,146745435
2019,21,146745436
2019,21,146745437
2019,21,146745438
2019,21,146745439
2019,21,146745440
2019,21,146745441
2019,21,146745442
2019,21,146745444
2019,21,146745443
2019,21,146745445
2019,21,146745446
2019,21,146745447
2019,21,146745448
2019,21,146745450
2019,21,146745449
2019,21,146745451
2019,21,146745452
2019,21,146745453
2019,21,146745455
2019,21,146745456
2019,21,146745457
2019,21,146745458
2019,21,146745459
2019,21,146745460
2019,21,146745462
2019,21,146745461
2019,21,146745463
2019,21,146745464
2019,21,146745465
2019,21,143136483
2019,21,144120709
2019,21,144125249
2019,21,144125248
2019,21,144120712
2019,21,144120713
2019,21,144120717
2019,21,144120718
2019,21,144120719
2019,21,144120721
2019,21,144120722
2019,21,144120720
2019,21,144120723
2019,21,144120724
2019,21,144120725
2019,21,144120726
2019,21,144120727
2019,21,144120728
2019,21,144125267
2019,21,144125266
2019,21,144120729
2019,21,144120731
2019,21,144125272
2019,22,144120733
2019,21,144125274
2019,21,144120734
2019,21,144120735
2019,21,144125275
2019,21,144120736
2019,21,144120739
2019,21,144120740
2019,21,144120741
2019,21,144120742
2019,21,144120743
2019,21,144120744
2019,21,144125282
2019,21,144125283
2019,21,144120745
2019,21,144125291
2019,21,144125290
2019,21,143135517
2019,21,143135516
2019,21,143125890
2019,21,143125935
2019,21,143125934
2019,21,143125938
2019,21,143125941
2019,21,143136522
2019,21,143135558
2019,21,143135557
2019,21,143135559
2019,21,143125943
2019,21,143125946
2019,21,143125948
2019,21,143136538
2019,21,143125955
2019,21,143135589
2019,21,143125960
2019,21,143125962
2019,21,143135605
2019,21,143125963
2019,21,143125964
2019,21,143135621
2019,21,143135620
2019,21,143135625
2019,21,143135626
2019,21,143125965
2019,21,143125966
2019,21,143135629
2019,21,143125967
2019,21,143135631
2019,21,143125968
2019,21,143125969
2019,21,143125970
2019,21,143135634
2019,21,143135635
2019,21,143135640
2019,21,143135639
2019,21,143135646
2019,21,143125971
2019,21,143125972
2019,21,143125973
2019,21,143125974
2019,21,143135660
2019,21,143125975
2019,21,143135665
2019,21,143135666
2019,21,143135664
2019,21,143135671
2019,21,143125977
2019,21,143125978
2019,21,143125980
2019,21,143125979
2019,21,143135678
2019,21,143135679
2019,21,143125981
2019,21,143135688
2019,21,143125987
2019,21,143125988
2019,21,143125989
2019,21,143125990
2019,21,143125992
2019,21,143125994
2019,21,143125993
2019,21,143125995
2019,21,143125997
2019,21,143125999
2019,21,143126000
2019,21,143126001
2019,21,143126002
2019,21,143126003
2019,21,143126004
2019,21,143126005
2019,21,143126006
2019,21,143126007
2019,21,143126008
2019,21,143126009
2019,21,143126010
2019,21,143126011
2019,21,143126013
2019,21,143126012
2019,21,143135735
2019,21,143126015
2019,21,143126016
2019,21,143126017
2019,21,143126018
2019,21,143135741
2019,21,143126019
2019,21,143126020
2019,21,143126022
2019,21,143126023
2019,21,146744666
2019,21,146744667
2019,21,146744694
2019,21,146744693
2019,21,146744697
2019,21,146744698
2019,21,146747358
2019,21,146747364
2019,21,146755936
2019,21,146744708
2019,21,146747373
2019,21,146744715
2019,21,146747372
2019,21,146747377
2019,21,146747380
2019,21,146744726
2019,21,146747386
2019,21,146744738
2019,21,146744742
2019,21,146744745
2019,21,146747389
2019,21,146747390
2019,21,146744746
2019,21,146747395
2019,21,146747393
2019,21,146747394
2019,21,146747392
2019,21,146747403
2019,21,146744751
2019,21,146747405
2019,21,146744770
2019,21,146744768
2019,21,146744767
2019,21,146744769
2019,21,146747412
2019,21,146744785
2019,21,146747416
2019,21,146747425
2019,21,146744804
2019,21,146744803
2019,21,143136494
2019,21,143125912
2019,21,143125913
2019,21,143125915
2019,21,131748347
2019,21,131748348
2019,21,131748354
2019,21,131748353
2019,21,131748366
2019,21,131748368
2019,21,131748370
2019,21,131748383
2019,21,131748386
2019,21,131748387
2019,21,131748388
2019,21,131756951
2019,21,131748413
2019,21,131748414
2019,21,131748418
2019,21,131748425
2019,21,131748428
2019,21,131748427
2019,21,131748429
2019,21,131748430
2019,21,131748434
2019,21,131752354
2019,21,131748494
2019,21,131752363
2019,21,131752367
2019,21,131752374
2019,21,131748507
2019,21,131748511
2019,21,131748543
2019,21,131748546
2019,21,131748573
2019,21,131748574
2019,21,131748588
2019,21,131748597
2019,21,131752436
2019,21,131748652
2019,21,131752467
2019,21,131748700
2019,21,131748713
2019,21,131748714
2019,21,131752502
2019,21,131748787
2019,21,131748790
2019,21,131748794
2019,21,131748800
2019,21,131748803
2019,21,138494835
2019,21,138494836
2019,21,138494845
2019,21,143135512
2019,21,131748357
2019,21,131748364
2019,21,131748372
2019,21,131748401
2019,21,131748402
2019,21,131748403
2019,21,131748409
2019,21,131748420
2019,21,131756974
2019,21,131748421
2019,21,131748426
2019,21,131752296
2019,21,131748441
2019,21,131752318
2019,21,131748471
2019,21,131748475
2019,21,131748480
2019,21,131748482
2019,21,131748487
2019,21,131752386
2019,21,131748515
2019,21,131748527
2019,21,131748531
2019,21,131748539
2019,21,131748541
2019,21,131748551
2019,21,131748555
2019,21,131748600
2019,21,131748602
2019,21,131748603
2019,21,131757116
2019,21,131748627
2019,21,131748633
2019,21,131752455
2019,21,131757145
2019,21,131748672
2019,21,131748716
2019,21,131748731
2019,21,131748732
2019,21,131748736
2019,21,131748792
2019,21,131748795
2019,21,131748824
2019,21,131748350
2019,21,131748376
2019,21,131748375
2019,21,131748380
2019,21,131748381
2019,21,131756935
2019,21,131748389
2019,21,131748391
2019,21,131748396
2019,21,131748400
2019,21,131748408
2019,21,131748411
2019,21,131748410
2019,21,131748626
2019,21,131748726
2019,21,131748727
2019,21,131748764
2019,21,131748765
2019,21,131752528
2019,21,131757269
2019,21,140561151
2019,21,140568516
2019,21,140568543
2019,21,140568542
2019,21,140571189
2019,21,140571188
2019,21,140571194
2019,21,140571200
2019,21,140571198
2019,21,140571199
2019,21,140571212
2019,21,140571213
2019,21,140571218
2019,21,140571219
2019,21,140571220
2019,21,140571227
2019,21,140571230
2019,21,140571233
2019,21,140571236
2019,21,140568640
2019,21,140568641
2019,21,140571252
2019,21,140571251
2019,21,140571255
2019,21,140571257
2019,21,140568654
2019,21,140571262
2019,21,140571266
2019,21,140571270
2019,21,140571275
2019,21,140568687
2019,21,140571282
2019,21,140571289
2019,21,140571297
2019,21,140571305
2019,21,140571306
2019,21,140571310
2019,21,140571309
2019,21,140568730
2019,21,140568728
2019,21,140571314
2019,21,140571319
2019,21,140571318
2019,21,140571323
2019,21,140571330
2019,22,140571332
2019,21,140568755
2019,21,140571338
2019,21,140571341
2019,21,140568776
2019,21,140571344
2019,21,140571348
2019,21,140571347
2019,21,140568798
2019,21,140568799
2019,21,140571357
2019,21,140571360
2019,21,140571361
2019,21,140571363
2019,21,140571364
2019,21,140568826
2019,21,140568834
2019,21,140568835
2019,21,140571368
2019,21,140571369
2019,21,140571371
2019,21,140571372
2019,21,140568859
2019,21,140568867
2019,21,140568868
2019,21,140568871
2019,21,140571388
2019,21,140571389
2019,21,140571390
2019,21,140571391
2019,21,140571394
2019,21,140571395
2019,21,140571396
2019,21,140571397
2019,21,140571398
2019,21,140571399
2019,21,140571400
2019,21,140568955
2019,21,140568965
2019,21,140571404
2019,21,140571406
2019,21,140571407
2019,21,140568983
2019,21,140571408
2019,21,140571413
2019,21,140571423
2019,21,140569015
2019,21,140571427
2019,21,140571429
2019,21,140571431
2019,21,140571433
2019,22,140571435
2019,21,140571436
2019,21,140571440
2019,21,140571444
2019,22,140569049
2019,21,140571447
2019,21,140571450
2019,21,140571451
2019,21,140571452
2019,21,140569060
2019,21,140571457
2019,21,140571456
2019,21,140569064
2019,21,140569065
2019,21,140571458
2019,21,140571460
2019,21,140571461
2019,21,140571462
2019,21,140571467
2019,21,140571466
2019,21,140571469
2019,21,140571474
2019,21,140571475
2019,21,140571478
2019,21,140571483
2019,21,140571484
2019,21,140571485
2019,21,140571487
2019,21,140571489
2019,21,140571494
2019,21,140571495
2019,21,140571499
2019,21,140571500
2019,21,140571501
2019,21,140571503
2019,21,140571502
2019,21,140571505
2019,21,140571507
2019,21,140571511
2019,21,140571512
2019,21,140571513
2019,21,140571514
2019,21,140571515
2019,21,140571519
2019,21,140571526
2019,21,140571529
2019,21,140571531
2019,21,140571534
2019,21,140571536
2019,21,140571539
2019,21,140571538
2019,21,140571541
2019,21,140571540
2019,21,140571542
2019,21,140571543
2019,21,140571544
2019,21,140571545
2019,21,140571547
2019,21,140571554
2019,21,140571555
2019,21,140571558
2019,21,140571561
2019,21,140571560
2019,22,140571564
2019,21,140571566
2019,21,140571568
2019,21,140571567
2019,21,140571570
2019,21,140571573
2019,21,140571575
2019,21,140571576
2019,21,140571580
2019,21,140571582
2019,21,140571584
2019,21,140571585
2019,21,140571587
2019,21,140571589
2019,21,140571588
2019,21,140571591
2019,21,140571594
2019,21,140571593
2019,21,140571596
2019,21,140571600
2019,21,140571601
2019,21,140571602
2019,21,140571604
2019,21,140571606
2019,21,140571611
2019,21,140571610
2019,21,140571614
2019,21,140571613
2019,21,140571615
2019,21,140571616
2019,21,140571617
2019,21,140571618
2019,21,140571619
2019,21,140571620
2019,21,140571621
2019,21,140571624
2019,21,140571629
2019,21,140571630
2019,21,140571631
2019,21,140571634
2019,21,140571635
2019,21,140571636
2019,21,140571637
2019,21,140571639
2019,21,140571641
2019,21,140571643
2019,21,140571644
2019,21,140571646
2019,21,140571648
2019,21,140571649
2019,21,140571650
2019,21,140571651
2019,21,140571652
2019,21,140571653
2019,21,140571655
2019,21,140571654
2019,21,140571656
2019,21,140571659
2019,21,140571660
2019,21,140571661
2019,21,140571662
2019,21,140571663
2019,21,140571666
2019,21,140571667
2019,21,140571668
2019,21,140571670
2019,21,140571669
2019,21,140571672
2019,21,140571673
2019,21,140571674
2019,21,140571675
2019,21,140571676
2019,21,140571677
2019,21,140571679
2019,21,140571680
2019,21,140571681
2019,21,140571682
2019,21,140571683
2019,21,140571685
2019,21,140571684
2019,21,140571686
2019,21,140571687
2019,21,140571688
2019,22,140571689
2019,21,140571690
2019,21,140571691
2019,21,140571692
2019,21,140571693
2019,21,140571694
2019,21,140571695
2019,21,140571696
2019,21,140571697
2019,21,140571698
2019,21,140571701
2019,21,140571702
2019,21,140571703
2019,21,140571704
2019,21,140571705
2019,21,140571706
2019,21,140571708
2019,21,140571710
2019,21,140571711
2019,21,140571713
2019,21,140571714
2019,21,140571716
2019,21,140571718
2019,21,140571719
2019,21,140571721
2019,21,140571723
2019,21,140571724
2019,22,140571725
2019,21,140571728
2019,21,140571730
2019,21,140571732
2019,21,140571733
2019,21,140571735
2019,21,140571738
2019,21,140571739
2019,21,140571741
2019,21,140571745
2019,21,140571747
2019,21,140571750
2019,21,140571751
2019,21,140571749
2019,21,140571755
2019,21,140571759
2019,21,140571758
2019,21,140571762
2019,21,140571765
2019,21,140571767
2019,21,140571766
2019,21,140571768
2019,21,140571769
2019,21,140571770
2019,21,140571771
2019,21,140571772
2019,21,140571773
2019,21,140571774
2019,21,140571775
2019,21,140571776
2019,21,140571777
2019,21,140571778
2019,21,140571780
2019,21,140571779
2019,21,140571781
2019,21,140571782
2019,21,140571783
2019,21,140571784
2019,21,140571785
2019,21,140571787
