"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2019,122692851,1,
2019,122692851,2,
2019,126828078,1,
2019,126829084,9,
2019,126829345,1,
2019,126822045,10,
2019,125018780,6,
2019,122689865,9,
2019,122689373,9,
2019,122689452,10,
2019,122689170,1,
2019,131329108,10,
2019,131329380,6,
2019,128261895,1,
2019,128262038,1,
2019,128262440,10,
2019,130242322,10,
2019,130242617,1,
2019,125007550,9,
2019,125022894,10,
2019,122692245,6,
2019,129256870,1,
2019,129257226,1,
2019,129257274,1,
2019,129257274,6,
2019,122696253,6,
2019,132934181,10,
2019,118158444,1,
2019,122689305,1,
2019,125018586,1,
2019,126821788,10,
2019,118155824,1,
2019,131329273,10,
2019,132939082,1,
2019,128261111,10,
2019,128261216,10,
2019,128261848,9,
2019,128262153,1,
2019,128262445,1,
2019,130253035,9,
2019,130253122,1,
2019,134456910,1,
2019,125002388,10,
2019,125002556,1,
2019,125002565,10,
2019,125002744,4,
2019,125018236,1,
2019,125006793,1,
2019,129256352,1,
2019,129257162,1,
2019,132934194,9,
2019,118158581,10,
2019,126828289,10,
2019,126829153,10,
2019,129263294,10,
2019,118155673,1,
2019,131329244,10,
2019,131328817,1,
2019,129263343,10,
2019,128261791,10,
2019,128260824,1,
2019,130242197,1,
2019,130253167,6,
2019,125007153,1,
2019,125007493,1,
2019,125007795,1,
2019,129256492,1,
2019,126821895,1,
2019,125018781,6,
2019,125019270,10,
2019,131328955,1,
2019,131328994,10,
2019,131329501,1,
2019,131329560,10,
2019,131329637,1,
2019,131329644,10,
2019,132938475,1,
2019,128261092,1,
2019,125014566,6,
2019,134456881,1,
2019,131322783,10,
2019,125019812,1,
2019,126822939,10,
2019,129256464,10,
2019,129256466,4,
2019,129256673,1,
2019,129256331,1,
2019,126821804,1,
2019,126821936,10,
2019,134457943,9,
2019,118161626,10,
2019,132933905,1,
2019,126829152,10,
2019,132928621,10,
2019,125018637,10,
2019,122689593,1,
2019,118155501,1,
2019,118161541,1,
2019,132938675,10,
2019,128261231,10,
2019,128260898,10,
2019,130242233,1,
2019,130242568,9,
2019,130242683,10,
2019,130242734,9,
2019,130253343,10,
2019,125002867,9,
2019,125017943,10,
2019,125018167,10,
2019,134457925,3,
2019,125006826,4,
2019,122696154,1,
2019,129256456,10,
2019,129256455,10,
2019,129256632,9,
2019,129256866,1,
2019,129257342,5,
2019,128261046,10,
2019,132938635,1,
2019,132934059,1,
2019,122692182,1,
2019,126817783,1,
2019,126828043,9,
2019,126828741,1,
2019,129263418,1,
2019,131322861,1,
2019,125019219,6,
2019,125019272,10,
2019,125019611,6,
2019,122685881,1,
2019,131328919,11,5
2019,131329355,10,
2019,131329938,10,
2019,128261488,1,
2019,128261810,1,
2019,128262227,10,
2019,128261252,6,
2019,128261200,10,
2019,131328950,10,
2019,134456895,1,
2019,130242341,6,
2019,130252937,10,
2019,130253421,1,
2019,125006729,1,
2019,125018480,4,
2019,125007213,10,
2019,125007452,1,
2019,129256634,10,
2019,126822096,10,
2019,132933836,6,
2019,132934288,1,
2019,118158559,1,
2019,122689822,1,
2019,122689932,10,
2019,129263268,1,
2019,129263496,1,
2019,126822010,1,
2019,125018794,10,
2019,118155638,10,
2019,131329088,10,
2019,131329512,1,
2019,132938699,10,
2019,132938527,10,
2019,128261766,10,
2019,128261905,10,
2019,128262224,10,
2019,126812892,6,
2019,126812892,1,
2019,131328851,9,
2019,134456944,1,
2019,130242629,6,
2019,130242816,1,
2019,125002868,9,
2019,125017925,10,
2019,125007023,1,
2019,125007026,6,
2019,125007037,6,
2019,125007129,1,
2019,125007211,10,
2019,125007644,1,
2019,118161644,10,
2019,122689362,9,
2019,122692607,1,
2019,129256809,9,
2019,128261141,1,
2019,126817560,9,
2019,118161606,9,
2019,122696247,10,
2019,132933961,1,
2019,132934272,10,
2019,122692131,10,
2019,122689931,10,
2019,126817548,9,
2019,126828630,1,
2019,129263494,1,
2019,132928677,9,
2019,125018743,9,
2019,125019213,10,
2019,118155809,10,
2019,131328830,6,
2019,131329602,10,
2019,131329775,1,
2019,131329928,10,
2019,131328895,11,3
2019,129263346,10,
2019,128261617,10,
2019,128262155,1,
2019,128262157,1,
2019,128262512,9,
2019,125006766,1,
2019,130249657,9,
2019,130242253,10,
2019,134456900,1,
2019,125002022,6,
2019,125018295,10,
2019,125014637,4,
2019,125007549,9,
2019,125022930,10,
2019,122689838,1,
2019,129256953,9,
2019,129257053,1,
2019,126828178,1,
2019,126829197,1,
2019,125002070,1,
2019,131329897,6,
2019,128261679,1,
2019,128262222,10,
2019,125014603,10,
2019,130242546,1,
2019,130242550,1,
2019,125002373,1,
2019,125002740,1,
2019,125002823,9,
2019,125007749,9,
2019,125023005,1,
2019,129256568,10,
2019,129256375,1,
2019,126821777,1,
2019,125018489,10,
2019,118158555,10,
2019,126828615,6,
2019,126829021,1,
2019,131328769,10,
2019,125018674,6,
2019,125018735,10,
2019,125019052,1,
2019,122692304,10,
2019,122692165,1,
2019,118155619,10,
2019,122692155,10,
2019,131329243,10,
2019,131329872,10,
2019,131328909,10,
2019,132938759,6,
2019,132938759,1,
2019,128262231,1,
2019,128262272,10,
2019,128261230,10,
2019,128261382,10,
2019,128261016,1,
2019,134456771,8,
2019,134456904,6,
2019,125002218,9,
2019,125018215,1,
2019,125019866,1,
2019,125007551,9,
2019,125022993,1,
2019,122692610,1,
2019,122692262,1,
2019,129256498,10,
2019,132928671,1,
2019,118155733,9,
2019,130249644,1,
2019,132933910,10,
2019,132934001,10,
2019,118155537,1,
2019,118158403,1,
2019,118158580,10,
2019,126817785,1,
2019,126828287,10,
2019,126828415,1,
2019,126828778,1,
2019,126829203,10,
2019,132938442,3,
2019,126821903,1,
2019,126821903,6,
2019,125019097,1,
2019,118155622,10,
2019,131329371,1,
2019,131329626,10,
2019,132938819,1,
2019,132938616,10,
2019,128262225,10,
2019,128262274,10,
2019,128260922,1,
2019,128261331,9,
2019,131328850,6,
2019,130247518,4,
2019,130242247,1,
2019,130242676,1,
2019,130253357,9,
2019,125002595,6,
2019,125017944,10,
2019,125018271,10,
2019,125006904,9,
2019,125019869,1,
2019,122685892,2,
2019,129256491,1,
2019,129256504,1,
2019,129256952,9,
2019,129256360,9,
2019,128261044,10,
2019,128261143,1,
2019,122692875,10,
2019,130249687,1,
2019,122692638,1,
2019,126828616,9,
2019,131322829,6,
2019,131329354,10,
2019,131329539,1,
2019,131329586,10,
2019,131329649,10,
2019,131329936,10,
2019,132938911,10,
2019,128260861,10,
2019,128262023,1,
2019,131322756,6,
2019,134456818,1,
2019,130242243,1,
2019,130253291,1,
2019,130253344,6,
2019,125006792,1,
2019,125006983,1,
2019,125022944,1,
2019,122689954,1,
2019,122696407,10,
2019,129256793,9,
2019,118161749,1,
2019,118158516,1,
2019,125018776,1,
2019,125019271,10,
2019,131329009,10,
2019,131329087,10,
2019,131329268,10,
2019,131329486,10,
2019,129258295,10,
2019,128261562,1,
2019,128261762,10,
2019,128262275,10,
2019,128262330,1,
2019,129258276,10,
2019,130242379,10,
2019,125002230,1,
2019,125002340,1,
2019,125007142,10,
2019,125007447,1,
2019,125007599,9,
2019,125014680,10,
2019,118161748,10,
2019,129256670,2,
2019,129256682,10,
2019,128260985,10,
2019,122685935,10,
2019,126817728,10,
2019,126817819,10,
2019,126828742,9,
2019,126829074,10,
2019,126829234,1,
2019,118155812,10,
2019,118161573,9,
2019,122689409,9,
2019,122689428,1,
2019,118155620,10,
2019,131329461,10,
2019,132933800,1,
2019,128260811,1,
2019,128261033,1,
2019,128261138,10,
2019,128261564,10,
2019,128261566,1,
2019,128261764,10,
2019,128262036,1,
2019,125014591,1,
2019,130249659,9,
2019,130242412,10,
2019,130253175,2,
2019,130253420,1,
2019,125007671,6,
2019,129256394,1,
2019,129256465,10,
2019,129256496,1,
2019,128260911,10,
2019,132933962,1,
2019,132933972,1,
2019,132934150,1,
2019,126829078,1,
2019,129263395,1,
2019,131328852,1,
2019,126822043,10,
2019,125018887,1,
2019,125019172,1,
2019,122692376,9,
2019,132938439,1,
2019,131329589,9,
2019,131329837,1,
2019,131329865,1,
2019,128261678,1,
2019,128261755,10,
2019,128261306,10,
2019,125014604,1,
2019,126817580,10,
2019,130242220,9,
2019,130242875,1,
2019,130253092,10,
2019,125002372,10,
2019,125007297,1,
2019,129256770,10,
2019,132928665,9,
2019,126822098,10,
2019,126822095,10,
2019,122685889,10,
2019,122692866,10,
2019,122696293,1,
2019,126817681,1,
2019,126817787,10,
2019,125018728,1,
2019,125019446,1,
2019,132938444,9,
2019,132938537,10,
2019,131329236,1,
2019,131329274,10,
2019,131329035,10,
2019,128261765,10,
2019,128262140,10,
2019,128262152,1,
2019,128261281,10,
2019,134456880,1,
2019,134462946,1,
2019,125002322,10,
2019,125002401,10,
2019,125018008,9,
2019,125006902,9,
2019,125006939,6,
2019,125006939,1,
2019,125007002,6,
2019,125007767,1,
2019,122692612,1,
2019,128261285,1,
2019,130249645,10,
2019,132933807,6,
2019,132934055,1,
2019,132934277,10,
2019,122685852,10,
2019,126817896,1,
2019,126827937,4,
2019,126829208,10,
2019,126829242,1,
2019,129263525,1,
2019,134456750,1,
2019,125019139,1,
2019,122692694,1,
2019,132933783,1,
2019,131329212,10,
2019,131329627,10,
2019,131329642,10,
2019,131329645,10,
2019,131328896,11,3
2019,132938450,1,
2019,129263345,10,
2019,128261645,1,
2019,128261800,1,
2019,128262509,9,
2019,128261385,1,
2019,131328971,1,
2019,130242309,10,
2019,134456777,1,
2019,134456791,2,
2019,130242440,1,
2019,130242499,10,
2019,134456813,10,
2019,125006730,1,
2019,129256958,10,
2019,129257246,1,
2019,118155735,9,
2019,126817711,10,
2019,132928622,1,
2019,125002249,1,
2019,125018736,10,
2019,125019447,1,
2019,122692346,1,
2019,122692603,6,
2019,122689716,10,
2019,131328901,1,
2019,131329210,10,
2019,131329240,10,
2019,131329248,1,
2019,131329434,6,
2019,132938744,10,
2019,132938630,10,
2019,128260870,1,
2019,128261025,1,
2019,128261198,10,
2019,131328858,10,
2019,130249658,9,
2019,130242227,10,
2019,130242447,1,
2019,130253174,2,
2019,134456834,1,
2019,134462984,1,
2019,125018056,1,
2019,125002098,5,
2019,125007678,10,
2019,129256794,10,
2019,134456811,10,
2019,122692622,10,
2019,122689461,1,
2019,126812869,9,
2019,126828280,6,
2019,125018995,9,
2019,125019110,1,
2019,125019209,9,
2019,125019233,1,
2019,118155458,1,
2019,131329133,1,
2019,131329943,10,
2019,132938673,10,
2019,128262030,1,
2019,128262241,10,
2019,134456899,1,
2019,130242849,9,
2019,130242852,1,
2019,125002505,1,
2019,125017935,1,
2019,125019833,1,
2019,125022966,10,
2019,122692113,10,
2019,122689361,9,
2019,129256457,10,
2019,126822171,10,
2019,126822178,10,
2019,132934236,10,
2019,130249686,1,
2019,118158364,1,
2019,122692148,1,
2019,125018803,1,
2019,125019273,10,
2019,125019412,1,
2019,132938367,4,
2019,132938379,6,
2019,131329186,10,
2019,131329694,10,
2019,131328995,10,
2019,132938674,10,
2019,132938522,6,
2019,128260944,1,
2019,128262006,10,
2019,128262508,1,
2019,128261330,1,
2019,125002749,4,
2019,125002806,10,
2019,125007006,1,
2019,125007432,1,
2019,125007568,9,
2019,122689450,1,
2019,129256643,1,
2019,128260986,10,
2019,132938581,1,
2019,132934064,1,
2019,118161537,1,
2019,118158565,1,
2019,118158582,10,
2019,122689655,9,
2019,126828125,1,
2019,126828151,1,
2019,126828487,1,
2019,125018886,1,
2019,125019462,10,
2019,125019514,1,
2019,122689705,1,
2019,118155498,1,
2019,131329110,10,
2019,132938742,10,
2019,132938393,10,
2019,128261032,1,
2019,128261203,10,
2019,126821662,4,
2019,125014560,1,
2019,130253130,1,
2019,134456890,1,
2019,125002353,1,
2019,125002621,1,
2019,125002739,1,
2019,125002844,10,
2019,125007375,1,
2019,122689338,1,
2019,129256458,10,
2019,126821937,10,
2019,122689429,1,
2019,132934061,1,
2019,126817651,10,
2019,126828971,1,
2019,129263299,1,
2019,131322830,6,
2019,125018492,1,
2019,122686017,10,
2019,131328923,11,5
2019,131329021,10,
2019,132938677,1,
2019,132934031,10,
2019,129263344,10,
2019,128261832,10,
2019,128261966,1,
2019,128261171,1,
2019,126817579,1,
2019,130247556,1,
2019,130253156,10,
2019,130253229,1,
2019,130253413,9,
2019,125002334,1,
2019,125002334,6,
2019,125002524,1,
2019,125019841,1,
2019,125006986,1,
2019,125007214,10,
2019,132928633,1,
2019,128260988,10,
2019,118161479,1,
2019,132934184,1,
2019,122689331,1,
2019,126828414,1,
2019,126829026,1,
2019,129263301,10,
2019,122692307,10,
2019,122689257,10,
2019,122692323,1,
2019,118161542,1,
2019,131329445,10,
2019,131329871,10,
2019,132939021,9,
2019,132938506,1,
2019,129258194,1,
2019,128261806,1,
2019,128261827,1,
2019,128261207,1,
2019,128261302,6,
2019,130247523,10,
2019,130253095,6,
2019,130253196,8,
2019,130253455,1,
2019,134456918,10,
2019,125006831,4,
2019,125007684,9,
2019,125022923,10,
2019,122696166,1,
2019,129256422,10,
2019,129256923,10,
2019,126822251,1,
2019,130242180,1,
2019,122696171,1,
2019,132934000,10,
2019,122692367,1,
2019,129263267,10,
2019,125019517,10,
2019,131329410,1,
2019,132934022,9,
2019,129258294,10,
2019,128261647,10,
2019,128262196,1,
2019,128261201,10,
2019,131322782,10,
2019,125002577,1,
2019,125018267,10,
2019,125018270,10,
2019,125007374,1,
2019,129257256,1,
2019,125002088,4,
2019,132934042,1,
2019,122696263,10,
2019,122692443,9,
2019,126828233,9,
2019,126829085,1,
2019,126829169,10,
2019,125018733,10,
2019,125018734,10,
2019,125019400,10,
2019,118155807,10,
2019,118155455,9,
2019,118155476,1,
2019,118155497,1,
2019,118155698,9,
2019,131329242,10,
2019,131329600,10,
2019,132938700,10,
2019,132939002,10,
2019,130247528,9,
2019,130242281,10,
2019,134457936,8,
2019,125002200,1,
2019,125002335,6,
2019,125002335,1,
2019,125002369,1,
2019,125019859,1,
2019,129257087,1,
2019,125014668,1,
2019,125014544,10,
2019,126821617,10,
2019,132934117,10,
2019,126828286,10,
2019,129263390,1,
2019,125019399,10,
2019,118155448,1,
2019,122692771,1,
2019,122692215,10,
2019,131329638,1,
2019,131329722,10,
2019,131329987,1,
2019,132939086,1,
2019,128261568,1,
2019,126822928,1,
2019,130242876,1,
2019,125002515,10,
2019,125002746,4,
2019,125002857,1,
2019,125006917,9,
2019,131325927,10,
2019,122692883,1,
2019,122692112,10,
2019,122685886,10,
2019,122692210,1,
2019,129256918,6,
2019,129257300,1,
2019,129256356,9,
2019,128261043,10,
2019,128260737,1,
2019,134456775,1,
2019,134456812,10,
2019,130242176,1,
2019,118161752,1,
2019,132934273,10,
2019,122685864,1,
2019,122689171,1,
2019,122689456,6,
2019,126817559,1,
2019,126828268,1,
2019,126829250,1,
2019,126829356,1,
2019,131322841,1,
2019,126822080,1,
2019,125018630,1,
2019,118155813,10,
2019,122692269,9,
2019,131328927,10,
2019,132938538,10,
2019,131329010,10,
2019,131329019,10,
2019,131329193,1,
2019,131329601,1,
2019,128261316,10,
2019,128261565,1,
2019,128262513,9,
2019,125002220,9,
2019,125006948,1,
2019,125007816,1,
2019,122685915,10,
2019,128260987,10,
2019,125014545,4,
2019,118161459,9,
2019,132938405,10,
2019,125018520,9,
2019,122689255,10,
2019,131329020,10,
2019,131329449,10,
2019,131329876,10,
2019,131329942,10,
2019,132938346,10,
2019,128261648,10,
2019,128261769,10,
2019,128261215,1,
2019,130242234,1,
2019,134456792,9,
2019,130242502,10,
2019,130253160,10,
2019,134462918,1,
2019,125007419,1,
2019,129256385,4,
2019,129256416,1,
2019,129257111,1,
2019,125014515,1,
2019,129256347,1,
2019,122692877,10,
2019,132938451,1,
2019,132934133,10,
2019,118158566,1,
2019,122689625,1,
2019,126828044,9,
2019,125002193,6,
2019,126821786,10,
2019,122692341,9,
2019,122685841,9,
2019,131329241,10,
2019,131328745,1,
2019,128261056,1,
2019,128262493,1,
2019,128260972,6,
2019,128261172,10,
2019,125002143,1,
2019,131322786,10,
2019,130242272,10,
2019,130242378,10,
2019,125002750,4,
2019,125018312,9,
2019,126821665,1,
2019,125019832,1,
2019,125006929,10,
2019,125007212,10,
2019,125007552,9,
2019,129256505,10,
2019,129256874,1,
2019,129257065,9,
2019,125014514,1,
2019,118161654,10,
2019,132938388,9,
2019,118158570,10,
2019,122696188,10,
2019,122696276,1,
2019,126817564,10,
2019,126817661,1,
2019,126817782,1,
2019,131329076,10,
2019,132938339,10,
2019,125018521,9,
2019,125019274,10,
2019,125019302,9,
2019,125019608,1,
2019,122685890,1,
2019,122689413,1,
2019,122689291,1,
2019,131329459,10,
2019,131329462,10,
2019,131329859,1,
2019,131329895,1,
2019,132928619,2,
2019,128260974,9,
2019,128261618,10,
2019,128262268,1,
2019,128262273,10,
2019,130242421,1,
2019,134462957,10,
2019,125002745,4,
2019,125019831,9,
2019,125007243,1,
2019,125007378,10,
2019,125007735,1,
2019,129256355,9,
2019,126821935,10,
2019,118161461,1,
2019,122689616,10,
2019,130249666,1,
2019,126828370,10,
2019,129263252,1,
2019,131322759,10,
2019,126821691,10,
2019,125018608,9,
2019,130242153,1,
2019,131329444,10,
2019,131328855,9,
2019,132938698,1,
2019,132938803,10,
2019,128260818,1,
2019,129263243,9,
2019,128261115,1,
2019,128261698,9,
2019,128262223,10,
2019,128262380,1,
2019,128260941,1,
2019,130242319,1,
2019,125019842,10,
2019,125007352,1,
2019,125007509,1,
2019,125007800,1,
2019,128260844,9,
2019,126821803,1,
2019,126817685,10,
2019,126828288,10,
2019,125018888,1,
2019,125019244,1,
2019,118155446,10,
2019,132938479,1,
2019,131328998,1,
2019,131329875,10,
2019,129258241,9,
2019,128261041,10,
2019,128261513,1,
2019,128262139,9,
2019,129258275,8,
2019,130253164,10,
2019,130253358,9,
2019,134456814,2,
2019,125006949,1,
2019,125006830,4,
2019,125006955,1,
2019,125007596,9,
2019,129256512,1,
2019,129256610,1,
2019,129257051,1,
2019,129257146,10,
2019,125014482,1,
2019,122689175,10,
2019,126828189,1,
2019,129263474,6,
2019,125018540,10,
2019,122686016,9,
2019,122692724,10,
2019,131329246,10,
2019,131329988,1,
2019,128260813,1,
2019,130242576,1,
2019,130253290,1,
2019,134456906,1,
2019,125002319,10,
2019,125002862,9,
2019,125018272,1,
2019,126817598,10,
2019,125006853,1,
2019,125007398,1,
2019,125007647,1,
2019,125007708,1,
2019,122692286,10,
2019,129256473,10,
2019,129256497,1,
2019,129257038,9,
2019,130242179,1,
2019,132938505,4,
2019,132934289,10,
2019,122689795,6,
2019,118158569,10,
2019,122689306,6,
2019,126828555,1,
2019,126829186,1,
2019,125019211,10,
2019,125019275,10,
2019,122692212,10,
2019,118155499,1,
2019,122692309,10,
2019,131329278,10,
2019,131329485,10,
2019,131329544,9,
2019,128261998,10,
2019,128262058,10,
2019,128261197,10,
2019,134456844,1,
2019,130242424,1,
2019,125002748,4,
2019,125017874,10,
2019,125014609,1,
2019,125007584,10,
2019,125022928,1,
2019,122692092,1,
2019,122689328,10,
2019,129256495,1,
2019,128261048,10,
2019,126822097,10,
2019,118161792,6,
2019,126828366,1,
2019,125019518,10,
2019,122692211,10,
2019,131328821,10,
2019,131329018,10,
2019,131329400,10,
2019,131329873,10,
2019,128261012,10,
2019,128262218,10,
2019,128262437,1,
2019,130242195,10,
2019,134462927,10,
2019,125002082,1,
2019,125002437,1,
2019,125002460,1,
2019,125002601,1,
2019,125002755,10,
2019,125018105,6,
2019,125018313,9,
2019,125007036,6,
2019,125007752,1,
2019,118158603,1,
2019,129256410,1,
2019,129257156,10,
2019,126821939,10,
2019,132938534,4,
2019,122692896,1,
2019,126817700,1,
2019,126817786,1,
2019,126817901,10,
2019,126828738,10,
2019,125002224,1,
2019,125002262,1,
2019,126822044,10,
2019,126822129,10,
2019,122692250,9,
2019,130249650,9,
2019,132938345,10,
2019,128261557,1,
2019,128262000,6,
2019,128262426,1,
2019,128262510,9,
2019,128261295,1,
2019,130242484,1,
2019,130253255,10,
2019,125002737,1,
2019,125002840,1,
2019,125002845,10,
2019,125006906,1,
2019,129256463,10,
2019,132933984,1,
2019,118158529,10,
2019,126827930,1,
2019,126828338,1,
2019,126828810,10,
2019,118155810,10,
2019,118155808,10,
2019,122689347,10,
2019,122692127,9,
2019,131329356,10,
2019,131329366,1,
2019,131329924,9,
2019,128262013,3,
2019,128262013,1,
2019,128262511,9,
2019,128262529,9,
2019,128261075,10,
2019,130242336,9,
2019,130242452,10,
2019,130242737,10,
2019,130253093,10,
2019,125002339,1,
2019,125002637,10,
2019,125006828,4,
2019,125007024,1,
2019,125007083,1,
2019,125007592,10,
2019,122696236,10,
2019,129256459,10,
2019,129257142,10,
2019,132933969,6,
2019,132934068,10,
2019,122689851,1,
2019,122689851,6,
2019,126817784,1,
2019,125002208,1,
2019,125002208,6,
2019,125018519,9,
2019,118155681,10,
2019,131329458,10,
2019,132938833,6,
2019,128261968,6,
2019,128261251,6,
2019,128261251,1,
2019,132938354,1,
2019,130242897,1,
2019,125002747,4,
2019,125018206,1,
2019,125018211,10,
2019,129256386,4,
2019,129256636,6,
2019,128261045,10,
2019,125002087,4,
2019,132933835,9,
2019,132934118,10,
2019,122689219,1,
2019,126828704,1,
2019,126829263,10,
2019,129263270,10,
2019,134456744,10,
2019,125019016,10,
2019,122689434,1,
2019,131329109,10,
2019,130247590,10,
2019,134456824,1,
2019,130242237,1,
2019,130242809,1,
2019,125017926,10,
2019,125018144,10,
2019,125018253,1,
2019,125006903,9,
2019,125019825,10,
2019,125006684,10,
2019,126828126,1,
2019,126821838,1,
2019,126822046,10,
2019,125018514,1,
2019,125018820,1,
2019,125018820,6,
2019,125019499,6,
2019,122692305,10,
2019,132938366,4,
2019,131329457,10,
2019,131328910,10,
2019,129263349,10,
2019,128262032,1,
2019,128262580,10,
2019,128261133,1,
2019,128261328,1,
2019,134462940,1,
2019,125002381,6,
2019,125002504,1,
2019,125006947,1,
2019,129256489,10,
2019,132934278,10,
2019,122689394,6,
2019,122689394,1,
2019,126817648,1,
2019,131322796,10,
2019,126821767,9,
2019,125018814,1,
2019,125019109,1,
2019,125019479,10,
2019,125019546,1,
2019,126821787,10,
2019,118155479,1,
2019,118155479,8,
2019,131329056,10,
2019,131329086,10,
2019,131329245,10,
2019,131329448,10,
2019,131329937,10,
2019,128262367,1,
2019,128262436,1,
2019,128261140,1,
2019,128261381,10,
2019,128261495,10,
2019,128260766,1,
2019,126821666,4,
2019,130242321,10,
2019,134456879,9,
2019,130242377,10,
2019,130242799,10,
2019,125002190,9,
2019,125002564,1,
2019,125002564,6,
2019,125002710,1,
2019,125019837,1,
2019,125014638,4,
2019,125007600,1,
2019,125022924,1,
