ARRESTEE_ID,INCIDENT_ID,ARRESTEE_SEQ_NUM,SEASON,ARREST_TYPE_ID,MULTIPLE_INDICATOR,AGE_ID,AGE_NUM,SEX_CODE,RACE_ID,ETHNICITY_ID,RESIDENT_CODE,UNDER_18_DISPOSITION_CODE,CLEARANCE_IND,AGE_RANGE_LOW_NUM,AGE_RANGE_HIGH_NUM,ARREST_TYPE_CODE,ARREST_TYPE_NAME,OFFENSE_CODE,OFFENSE_NAME,CRIME_AGAINST,CT_FLAG,HC_FLAG,HC_CODE,OFFENSE_CATEGORY_NAME,OFFENSE_GROUP,OFFENSE_ID,ATTEMPT_COMPLETE_FLAG,LOCATION_ID,NUM_PREMISES_ENTERED,METHOD_ENTRY_CODE,LOCATION_NAME
35638629,117070551,3,summer,2,N,5,56,F,1,2,R,,,56,0,S,Summoned / Cited,35B,Drug Equipment Violations,Society,N,Y,,Drug/Narcotic Offenses,A,142130908,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638628,117070551,2,summer,2,N,5,45,M,2,2,R,,,45,0,S,Summoned / Cited,35B,Drug Equipment Violations,Society,N,Y,,Drug/Narcotic Offenses,A,142130908,C,13,,,Highway/Road/Alley/Street/Sidewalk
34811213,115748438,2,summer,2,N,5,22,F,2,2,R,,,22,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,140572294,C,13,,,Highway/Road/Alley/Street/Sidewalk
34811212,115748438,1,summer,1,N,5,26,M,2,2,R,,,26,0,O,On View,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,140572294,C,13,,,Highway/Road/Alley/Street/Sidewalk
34811290,115748753,1,summer,2,N,5,28,F,1,2,R,,,28,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,140572671,C,13,,,Highway/Road/Alley/Street/Sidewalk
37098280,121201668,1,autumn,2,N,5,43,F,2,2,R,,,43,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,146744866,C,13,,,Highway/Road/Alley/Street/Sidewalk
36255310,118892623,1,autumn,2,N,5,30,F,1,2,R,,,30,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,144125741,C,13,,,Highway/Road/Alley/Street/Sidewalk
36553117,119780107,1,autumn,2,N,5,47,F,2,2,R,,,47,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,145122402,C,13,,,Highway/Road/Alley/Street/Sidewalk
35963574,118021223,2,summer,2,N,5,23,M,1,2,R,,,23,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,143136517,C,13,,,Highway/Road/Alley/Street/Sidewalk
35963573,118021223,1,summer,3,N,5,22,M,1,2,R,,,22,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,143136517,C,13,,,Highway/Road/Alley/Street/Sidewalk
34052733,113389763,2,spring,2,N,5,25,M,2,2,R,,,25,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,138495393,C,13,,,Highway/Road/Alley/Street/Sidewalk
34052732,113389763,1,spring,3,N,5,24,M,2,2,R,,,24,0,T,Taken INTO Custody,520,Weapon Law Violations,Society,N,Y,,Weapon Law Violations,A,138495393,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056010,113384293,1,spring,2,N,5,18,F,1,2,R,,,18,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,138486002,C,13,,,Highway/Road/Alley/Street/Sidewalk
37102636,121193961,1,winter,2,N,5,30,M,2,2,R,,,30,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,146756338,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056455,113385885,1,spring,2,N,5,39,M,1,2,R,,,39,0,S,Summoned / Cited,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,138502903,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056456,113385885,2,spring,1,N,5,25,M,1,2,R,,,25,0,O,On View,90C,Disorderly Conduct,Society,N,N,,Disorderly Conduct,B,138502903,C,13,,,Highway/Road/Alley/Street/Sidewalk
36255192,118892193,1,summer,1,N,5,18,F,2,2,R,,,18,0,O,On View,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,144125204,C,13,,,Highway/Road/Alley/Street/Sidewalk
36255193,118892193,2,summer,1,N,5,21,F,2,2,R,,,21,0,O,On View,13A,Aggravated Assault,Person,N,Y,4.0,Assault Offenses,A,144125204,C,13,,,Highway/Road/Alley/Street/Sidewalk
33184246,111310131,1,winter,1,N,5,18,M,2,2,R,,,18,0,O,On View,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,136131522,C,13,,,Highway/Road/Alley/Street/Sidewalk
33184246,111310131,1,winter,1,N,5,18,M,2,2,R,,,18,0,O,On View,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,136130146,C,13,,,Highway/Road/Alley/Street/Sidewalk
36247358,118892099,1,autumn,1,N,5,24,M,1,1,R,,,24,0,O,On View,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,144125082,C,13,,,Highway/Road/Alley/Street/Sidewalk
33184407,111317900,1,spring,3,N,5,25,M,1,2,N,,,25,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,136131990,C,13,,,Highway/Road/Alley/Street/Sidewalk
33184407,111317900,1,spring,3,N,5,25,M,1,2,N,,,25,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,136131989,C,13,,,Highway/Road/Alley/Street/Sidewalk
35966653,118007512,1,summer,3,N,5,22,M,2,2,R,,,22,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,143136483,C,13,,,Highway/Road/Alley/Street/Sidewalk
36247357,118888189,1,autumn,3,N,5,22,M,1,2,R,,,22,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,144120672,C,13,,,Highway/Road/Alley/Street/Sidewalk
36247359,118888190,1,autumn,3,N,5,21,M,2,2,N,,,21,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,144120673,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638350,117069595,1,summer,3,N,5,24,F,2,2,R,,,24,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142129752,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638227,117069376,1,summer,3,N,5,52,M,1,3,R,,,52,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142129468,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638268,117069439,2,summer,3,N,5,20,M,1,2,R,,,20,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142129552,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638267,117069439,1,spring,3,N,5,20,M,1,2,R,,,20,0,T,Taken INTO Custody,280,Stolen Property Offenses,Property,N,Y,,Stolen Property Offenses,A,142129552,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638279,117069452,1,summer,3,N,5,21,F,1,2,R,,,21,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142129568,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638279,117069452,1,summer,3,N,5,21,F,1,2,R,,,21,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142129567,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638355,117069603,1,summer,3,N,5,32,M,2,2,N,,,32,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142129764,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638411,117069707,1,summer,3,N,5,57,M,2,2,R,,,57,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142129893,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638411,117069707,1,summer,3,N,5,57,M,2,2,R,,,57,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142129894,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638636,117070604,1,summer,3,N,5,21,M,2,2,R,,,21,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,142130971,C,13,,,Highway/Road/Alley/Street/Sidewalk
36561724,119783247,1,autumn,3,N,5,32,M,2,2,R,,,32,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,145126197,C,13,,,Highway/Road/Alley/Street/Sidewalk
36561724,119783247,1,autumn,3,N,5,32,M,2,2,R,,,32,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,145126196,C,13,,,Highway/Road/Alley/Street/Sidewalk
36561724,119783247,1,autumn,3,N,5,32,M,2,2,R,,,32,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,145126194,C,13,,,Highway/Road/Alley/Street/Sidewalk
37093369,121196493,1,autumn,3,N,5,26,F,2,2,N,,,26,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,146747382,C,13,,,Highway/Road/Alley/Street/Sidewalk
37093369,121196493,1,autumn,3,N,5,26,F,2,2,N,,,26,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,146747381,C,13,,,Highway/Road/Alley/Street/Sidewalk
34815292,115745554,1,summer,3,N,5,19,M,2,2,R,,,19,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,140568472,C,13,,,Highway/Road/Alley/Street/Sidewalk
34052602,113401230,1,spring,3,N,5,47,M,1,2,R,,,47,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,138503303,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810975,115747493,2,summer,3,N,5,24,M,2,2,R,,,24,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,140571192,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810975,115747493,2,summer,3,N,5,24,M,2,2,R,,,24,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,140571190,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810975,115747493,2,summer,3,N,5,24,M,2,2,R,,,24,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,140571191,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810976,115747493,3,winter,1,N,5,19,M,2,2,R,,,19,0,O,On View,280,Stolen Property Offenses,Property,N,Y,,Stolen Property Offenses,A,140571192,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810976,115747493,3,winter,1,N,5,19,M,2,2,R,,,19,0,O,On View,280,Stolen Property Offenses,Property,N,Y,,Stolen Property Offenses,A,140571190,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810976,115747493,3,winter,1,N,5,19,M,2,2,R,,,19,0,O,On View,280,Stolen Property Offenses,Property,N,Y,,Stolen Property Offenses,A,140571191,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810974,115747493,1,winter,1,N,5,18,M,2,2,R,,,18,0,O,On View,520,Weapon Law Violations,Society,N,Y,,Weapon Law Violations,A,140571192,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810974,115747493,1,winter,1,N,5,18,M,2,2,R,,,18,0,O,On View,520,Weapon Law Violations,Society,N,Y,,Weapon Law Violations,A,140571190,C,13,,,Highway/Road/Alley/Street/Sidewalk
34810974,115747493,1,winter,1,N,5,18,M,2,2,R,,,18,0,O,On View,520,Weapon Law Violations,Society,N,Y,,Weapon Law Violations,A,140571191,C,13,,,Highway/Road/Alley/Street/Sidewalk
36253766,118892098,1,autumn,3,N,5,24,M,2,2,N,,,24,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,144127747,C,13,,,Highway/Road/Alley/Street/Sidewalk
36253766,118892098,1,autumn,3,N,5,24,M,2,2,N,,,24,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,144127748,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056213,113397115,2,spring,3,N,5,38,F,1,3,R,,,38,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,138500442,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056212,113397115,1,winter,2,N,5,18,F,1,3,R,,,18,0,S,Summoned / Cited,35B,Drug Equipment Violations,Society,N,Y,,Drug/Narcotic Offenses,A,138500442,C,13,,,Highway/Road/Alley/Street/Sidewalk
34049493,113397028,1,spring,3,N,5,34,M,2,2,R,,,34,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,138500340,C,13,,,Highway/Road/Alley/Street/Sidewalk
37098187,121201503,1,winter,3,N,5,60,F,2,2,R,,,60,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,146747341,C,13,,,Highway/Road/Alley/Street/Sidewalk
35958074,118007557,1,summer,3,N,5,18,F,2,2,R,,,18,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,143125930,C,13,,,Highway/Road/Alley/Street/Sidewalk
35958085,118007572,1,summer,3,N,5,33,F,1,2,R,,,33,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,143125948,C,13,,,Highway/Road/Alley/Street/Sidewalk
33189201,111317882,1,spring,3,N,5,19,M,1,1,R,,,19,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,136131960,C,13,,,Highway/Road/Alley/Street/Sidewalk
34052548,113389242,1,spring,3,N,5,23,M,2,2,R,,,23,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,138494785,C,13,,,Highway/Road/Alley/Street/Sidewalk
37614524,122506280,1,winter,3,N,5,53,M,2,2,R,,,53,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,148246409,C,13,,,Highway/Road/Alley/Street/Sidewalk
37604607,122506282,1,winter,3,N,5,26,M,1,1,R,,,26,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,148246410,C,13,,,Highway/Road/Alley/Street/Sidewalk
37098218,121201554,1,autumn,3,N,5,38,M,2,2,R,,,38,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,146744744,C,13,,,Highway/Road/Alley/Street/Sidewalk
37604610,122506286,1,winter,3,N,5,22,M,1,2,U,,,22,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,148246414,C,13,,,Highway/Road/Alley/Street/Sidewalk
37604559,122506229,1,winter,3,N,5,38,M,1,2,N,,,38,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,148246320,C,13,,,Highway/Road/Alley/Street/Sidewalk
36255107,118879914,1,autumn,3,N,5,39,M,2,2,N,,,39,0,T,Taken INTO Custody,90Z,All Other Offenses,Society,N,N,,All Other Offenses,B,144127724,C,13,,,Highway/Road/Alley/Street/Sidewalk
33189076,111317526,1,winter,2,N,5,26,M,0,2,R,,,26,0,S,Summoned / Cited,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,136130152,C,13,,,Highway/Road/Alley/Street/Sidewalk
33184252,111317526,2,winter,2,N,5,52,M,1,2,N,,,52,0,S,Summoned / Cited,90C,Disorderly Conduct,Society,N,N,,Disorderly Conduct,B,136130152,C,13,,,Highway/Road/Alley/Street/Sidewalk
35958114,118007637,4,summer,1,N,5,20,M,2,2,N,,,20,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,143126018,C,13,,,Highway/Road/Alley/Street/Sidewalk
35958112,118007637,2,summer,1,N,5,20,M,1,2,N,,,20,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,143126018,C,13,,,Highway/Road/Alley/Street/Sidewalk
35958113,118007637,3,summer,3,N,5,20,M,2,2,N,,,20,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,143126018,C,13,,,Highway/Road/Alley/Street/Sidewalk
35958111,118007637,1,summer,1,N,5,21,F,2,2,R,,,21,0,O,On View,90C,Disorderly Conduct,Society,N,N,,Disorderly Conduct,B,143126018,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638573,117070323,1,summer,1,N,5,32,M,2,2,R,,,32,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,142130625,C,13,,,Highway/Road/Alley/Street/Sidewalk
33189308,111314795,1,spring,1,N,5,35,F,2,2,R,,,35,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,136130937,C,13,,,Highway/Road/Alley/Street/Sidewalk
34811314,115748847,1,summer,1,N,5,26,F,2,2,R,,,26,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,140572785,C,13,,,Highway/Road/Alley/Street/Sidewalk
35963659,118011686,1,summer,1,N,5,35,M,1,2,R,,,35,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,143135804,C,13,,,Highway/Road/Alley/Street/Sidewalk
36564715,119775707,1,autumn,1,N,5,45,M,2,2,R,,,45,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,145117976,C,13,,,Highway/Road/Alley/Street/Sidewalk
36564788,119776016,1,autumn,1,N,5,44,M,1,2,N,,,44,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,145118358,C,13,,,Highway/Road/Alley/Street/Sidewalk
36255384,118892882,1,autumn,1,N,5,26,F,1,1,R,,,26,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,144126054,C,13,,,Highway/Road/Alley/Street/Sidewalk
34052647,113389403,1,spring,1,N,5,29,M,1,1,R,,,29,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138494968,C,13,,,Highway/Road/Alley/Street/Sidewalk
34052735,113389766,1,spring,1,N,5,39,M,1,2,R,,,39,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138495396,C,13,,,Highway/Road/Alley/Street/Sidewalk
35966822,118021658,1,summer,1,N,5,18,F,1,2,R,,,18,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,143137064,C,13,,,Highway/Road/Alley/Street/Sidewalk
35966822,118021658,1,summer,1,N,5,18,F,1,2,R,,,18,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,143137065,C,13,,,Highway/Road/Alley/Street/Sidewalk
33189145,111314376,1,winter,1,N,5,59,M,2,2,R,,,59,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,136125207,C,13,,,Highway/Road/Alley/Street/Sidewalk
33189145,111314376,1,winter,1,N,5,59,M,2,2,R,,,59,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,136125209,C,13,,,Highway/Road/Alley/Street/Sidewalk
31971325,107368230,1,winter,1,N,5,53,M,2,2,R,,,53,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,131752293,C,13,,,Highway/Road/Alley/Street/Sidewalk
34055870,113397040,1,spring,1,N,5,21,M,2,2,R,,,21,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138485486,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056271,113385231,1,spring,1,N,5,38,F,2,2,N,,,38,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138502109,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056405,113385701,1,spring,1,N,5,25,M,1,2,R,,,25,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138502688,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056037,113384371,1,spring,1,N,5,14,M,2,2,R,R,,14,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138486098,C,13,,,Highway/Road/Alley/Street/Sidewalk
37102567,121201799,3,autumn,1,N,5,12,M,1,1,R,R,,12,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,146756067,C,13,,,Highway/Road/Alley/Street/Sidewalk
37102565,121201799,1,autumn,1,N,5,15,M,1,1,R,R,,15,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,146756067,C,13,,,Highway/Road/Alley/Street/Sidewalk
37102568,121201799,4,autumn,1,N,5,13,M,1,1,R,R,,13,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,146756067,C,13,,,Highway/Road/Alley/Street/Sidewalk
37102566,121201799,2,autumn,1,N,5,14,M,2,3,R,R,,14,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,146756067,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056479,113385966,1,spring,1,N,5,29,M,2,2,R,,,29,0,O,On View,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138503005,C,13,,,Highway/Road/Alley/Street/Sidewalk
31975195,107368237,1,winter,3,N,5,26,F,2,2,R,,,26,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,131752301,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638232,117069381,1,summer,3,N,5,38,M,2,2,R,,,38,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,142129480,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638399,117069670,1,summer,3,N,5,34,F,2,2,R,,,34,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,142129845,C,13,,,Highway/Road/Alley/Street/Sidewalk
37098243,121201588,1,autumn,3,N,5,24,M,2,2,R,,,24,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,146744782,C,13,,,Highway/Road/Alley/Street/Sidewalk
35966719,118021277,1,autumn,3,N,5,20,M,2,2,R,,,20,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,143136588,C,13,,,Highway/Road/Alley/Street/Sidewalk
35963575,118021224,1,summer,3,N,5,23,M,2,2,R,,,23,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,143136518,C,13,,,Highway/Road/Alley/Street/Sidewalk
34820516,115745959,1,summer,3,N,5,24,M,2,2,R,,,24,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,140568929,C,13,,,Highway/Road/Alley/Street/Sidewalk
34820519,115745966,1,summer,3,N,5,41,M,1,2,N,,,41,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,140568937,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056330,113385452,1,spring,3,N,5,42,F,2,2,R,,,42,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138502381,C,13,,,Highway/Road/Alley/Street/Sidewalk
34056003,113384283,1,spring,3,N,5,41,M,2,2,R,,,41,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,138485991,C,13,,,Highway/Road/Alley/Street/Sidewalk
37098252,121196533,1,winter,3,N,5,39,M,1,1,R,,,39,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,146744804,C,13,,,Highway/Road/Alley/Street/Sidewalk
37098252,121196533,1,winter,3,N,5,39,M,1,1,R,,,39,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,146744803,C,13,,,Highway/Road/Alley/Street/Sidewalk
37604633,122506329,1,winter,3,N,5,42,M,1,2,R,,,42,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,148246465,C,13,,,Highway/Road/Alley/Street/Sidewalk
37604633,122506329,1,winter,3,N,5,42,M,1,2,R,,,42,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,148246466,C,13,,,Highway/Road/Alley/Street/Sidewalk
34820501,115745885,1,summer,3,N,5,30,M,1,2,R,,,30,0,T,Taken INTO Custody,290,Destruction/Damage/Vandalism of Property,Property,N,Y,11.0,Destruction/Damage/Vandalism of Property,A,140568845,C,13,,,Highway/Road/Alley/Street/Sidewalk
33182466,111310487,1,winter,1,N,5,25,M,2,2,R,,,25,0,O,On View,13A,Aggravated Assault,Person,N,Y,4.0,Assault Offenses,A,136132127,C,13,,,Highway/Road/Alley/Street/Sidewalk
33184497,111318174,1,spring,1,N,5,16,M,2,2,R,H,,16,0,O,On View,13A,Aggravated Assault,Person,N,Y,4.0,Assault Offenses,A,136130944,C,13,,,Highway/Road/Alley/Street/Sidewalk
33184497,111318174,1,spring,1,N,5,16,M,2,2,R,H,,16,0,O,On View,13A,Aggravated Assault,Person,N,Y,4.0,Assault Offenses,A,136130942,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638551,117070227,1,summer,1,N,5,24,M,2,2,R,,,24,0,O,On View,13A,Aggravated Assault,Person,N,Y,4.0,Assault Offenses,A,142130507,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638551,117070227,1,summer,1,N,5,24,M,2,2,R,,,24,0,O,On View,13A,Aggravated Assault,Person,N,Y,4.0,Assault Offenses,A,142130508,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638569,117070283,1,summer,1,N,5,47,M,1,2,R,,,47,0,O,On View,13A,Aggravated Assault,Person,N,Y,4.0,Assault Offenses,A,142130578,C,13,,,Highway/Road/Alley/Street/Sidewalk
35638587,117070382,1,summer,1,N,5,60,M,2,2,R,,,60,0,O,On View,13A,Aggravated Assault,Person,N,Y,4.0,Assault Offenses,A,142130700,C,13,,,Highway/Road/Alley/Street/Sidewalk
